TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
00:00,5743.220,2476.590,1317.410,1675.000,188.670,31.380
00:05,5748.680,2469.160,1332.570,1673.060,188.700,31.090
00:10,5723.360,2474.610,1314.130,1660.150,188.780,31.020
00:15,5702.410,2456.400,1320.490,1651.280,188.670,30.850
00:20,5694.330,2457.610,1311.820,1653.510,186.870,30.740
00:25,5681.600,2449.240,1310.940,1648.890,187.990,30.690
00:30,5666.680,2436.930,1308.980,1648.630,187.900,30.580
00:35,5653.890,2431.170,1309.750,1644.690,184.260,30.370
00:40,5630.970,2424.850,1303.410,1634.610,184.230,30.580
00:45,5609.770,2414.100,1310.500,1618.680,183.830,30.470
00:50,5581.860,2406.370,1291.630,1615.640,184.580,30.530
00:55,5548.820,2396.570,1285.510,1609.980,173.360,30.470
01:00,5549.760,2405.130,1280.250,1602.980,178.080,30.440
01:05,5520.220,2403.930,1267.460,1589.670,177.160,29.760
01:10,5509.830,2399.010,1267.190,1581.460,180.050,29.590
01:15,5484.800,2390.640,1258.150,1574.070,180.450,29.570
01:20,5458.310,2367.270,1255.540,1575.020,179.050,29.570
01:25,5435.090,2357.070,1249.230,1569.150,178.260,29.460
01:30,5426.490,2353.270,1249.830,1563.920,178.420,29.510
01:35,5403.210,2341.600,1247.190,1557.190,176.500,29.410
01:40,5393.890,2332.860,1245.220,1558.650,176.870,29.260
01:45,5378.870,2328.750,1240.830,1549.730,178.450,29.080
01:50,5355.360,2324.620,1237.960,1534.020,178.370,29.080
01:55,5336.630,2314.670,1233.690,1532.470,176.240,28.870
02:00,5323.010,2308.540,1230.120,1529.290,175.990,28.990
02:05,5304.290,2302.870,1221.760,1523.280,176.950,28.990
02:10,5214.920,2212.900,1223.830,1523.140,175.140,29.410
02:15,5228.010,2238.830,1217.000,1515.940,177.200,29.280
02:20,5233.340,2253.410,1213.990,1512.100,174.830,29.320
02:25,5217.560,2247.080,1212.110,1503.340,176.310,29.210
02:30,5207.260,2239.990,1201.390,1495.910,175.900,29.170
02:35,5181.130,2235.940,1201.850,1491.660,174.130,29.130
02:40,5159.120,2219.020,1196.680,1491.150,174.720,29.080
02:45,5153.970,2219.500,1193.980,1488.320,174.790,29.140
02:50,5167.490,2237.590,1200.380,1474.960,175.830,29.260
02:55,5154.380,2238.310,1186.480,1477.620,173.820,29.370
03:00,5125.130,2215.630,1194.500,1463.220,173.810,29.140
03:05,5110.460,2226.910,1172.210,1455.600,175.060,29.110
03:10,5099.170,2219.270,1179.580,1448.450,174.380,28.990
03:15,5075.730,2221.230,1158.230,1443.590,175.710,28.920
03:20,5055.820,2212.060,1157.100,1438.920,173.670,28.870
03:25,5047.400,2208.620,1152.050,1435.780,174.110,28.940
03:30,5018.610,2199.890,1140.390,1427.910,174.010,28.840
03:35,5007.100,2192.520,1135.320,1429.010,173.830,28.820
03:40,4997.350,2186.310,1141.270,1419.870,173.770,28.980
03:45,4983.050,2185.150,1129.140,1419.190,173.230,29.020
