TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
00:00,2377.870,1011.440,482.280,691.210,145.320,24.420
00:05,2327.740,985.410,477.690,673.530,144.930,24.340
00:10,2297.350,979.240,468.380,656.940,144.570,23.940
00:15,2287.870,970.360,466.270,660.070,144.450,23.600
00:20,2243.370,951.610,451.190,651.610,144.160,23.660
00:25,2219.510,941.890,442.770,646.430,144.010,23.250
00:30,2196.990,929.850,437.180,642.390,143.580,23.040
00:35,2162.200,912.330,427.330,636.030,141.890,23.090
00:40,2146.480,912.730,423.880,622.920,142.580,23.150
00:45,2141.460,906.010,421.970,625.980,142.190,22.920
00:50,2123.610,902.180,416.430,619.560,142.030,22.990
00:55,2103.190,891.440,412.530,612.630,142.300,22.910
01:00,2076.190,884.220,404.160,604.210,141.380,22.850
01:05,2051.920,874.650,398.810,595.580,140.380,22.740
01:10,2041.850,871.860,394.490,591.790,141.430,22.650
01:15,2024.900,861.500,390.930,589.970,140.460,22.750
01:20,2010.670,857.360,388.100,583.960,140.260,22.670
01:25,1994.300,847.950,382.340,582.530,139.920,22.730
01:30,1980.150,846.470,379.490,573.100,139.780,22.480
01:35,1973.290,837.930,376.450,577.660,139.420,22.400
01:40,1968.110,836.260,376.010,575.920,139.150,22.090
01:45,1952.330,829.390,372.200,571.770,138.110,22.180
01:50,1928.510,814.690,364.610,568.720,140.130,22.040
01:55,1929.660,819.670,363.580,566.430,138.620,22.020
02:00,1902.060,810.190,355.840,558.150,138.150,21.960
02:05,1895.560,805.360,357.410,554.010,138.590,21.880
02:10,1878.390,796.800,351.720,552.080,138.120,21.780
02:15,1873.330,797.960,348.990,549.190,138.030,21.790
02:20,1870.960,794.500,351.080,548.950,136.880,21.850
02:25,1852.480,787.590,344.960,544.210,136.710,21.630
02:30,1846.690,781.780,345.280,543.290,137.210,21.760
02:35,1844.900,784.150,342.150,542.320,136.160,21.820
02:40,1838.110,778.760,341.130,540.990,138.130,21.780
02:45,1828.400,774.720,338.110,539.310,137.350,21.830
02:50,1822.450,770.400,338.260,536.770,137.910,21.740
02:55,1812.800,772.020,333.880,529.950,137.600,21.830
03:00,1818.440,778.040,335.180,529.420,137.190,21.820
03:05,1816.780,774.790,333.530,529.800,137.310,21.610
03:10,1804.130,768.250,332.630,530.250,136.650,21.610
03:15,1806.290,774.290,330.740,526.640,136.110,21.650
03:20,1804.060,770.040,330.110,528.320,137.000,21.440
03:25,1805.270,771.600,326.950,530.800,137.320,21.440
03:30,1790.230,766.680,323.080,524.150,137.750,21.460
03:35,1798.480,768.300,325.600,526.980,139.160,21.410
03:40,1796.380,767.050,324.230,528.850,137.920,21.310
03:45,1798.370,766.850,326.350,529.130,136.580,21.500
03:50,1804.760,771.760,325.630,531.350,137.640,21.320
03:55,1802.930,772.540,325.420,529.960,136.800,21.440
04:00,1813.980,780.720,326.940,530.340,137.160,21.540
04:05,1820.820,782.370,326.510,535.160,137.560,21.560
04:10,1828.700,789.990,327.120,534.080,138.370,21.460
04:15,1835.670,792.980,328.040,536.350,137.390,21.590
04:20,1838.150,797.510,325.560,537.900,137.890,21.790
04:25,1846.230,794.910,330.890,542.370,137.920,22.090
04:30,1856.730,800.530,331.750,545.800,138.230,22.190
04:35,1875.520,807.770,338.850,554.180,134.720,22.620
04:40,1887.770,813.980,341.170,557.410,134.390,22.730
04:45,1895.390,818.860,342.020,559.220,134.600,22.800
04:50,1913.540,829.310,344.960,564.170,135.240,23.080
04:55,1934.460,834.810,355.330,572.650,133.130,22.860
05:00,1957.890,840.870,359.930,579.630,134.310,23.260
05:05,1990.680,859.040,367.420,587.040,133.950,23.580
05:10,2011.870,867.610,374.020,590.240,136.090,23.670
05:15,2038.820,876.210,380.350,604.240,133.940,23.950
05:20,2057.160,883.880,384.790,609.140,135.760,24.340
05:25,2101.810,898.690,399.570,621.450,136.240,24.640
05:30,2111.650,905.080,403.190,624.490,135.160,25.130
05:35,2156.430,921.670,410.870,642.830,134.490,25.600
05:40,2186.160,927.880,427.200,652.050,134.830,25.860
05:45,2223.690,944.480,435.820,660.600,135.770,25.800
05:50,2244.270,952.710,439.120,669.490,135.810,26.100
05:55,2296.880,973.160,453.040,685.570,136.840,26.740
06:00,2356.660,1000.690,468.490,700.760,136.880,27.140
06:05,2419.050,1017.560,483.690,728.560,138.180,28.050
06:10,2456.820,1031.300,493.890,741.010,138.950,28.320
06:15,2513.730,1050.500,502.020,763.640,139.040,29.060
06:20,2570.600,1076.350,527.270,771.930,140.480,29.890
06:25,2606.930,1085.720,532.540,794.340,140.040,30.090
06:30,2662.530,1102.700,552.540,811.160,140.850,30.470
06:35,2720.240,1125.570,559.160,840.830,141.310,30.880
06:40,2745.500,1136.460,566.130,843.860,141.910,31.010
06:45,2790.080,1155.670,582.820,854.790,142.670,31.510
06:50,2841.580,1177.640,590.320,873.580,142.780,31.680
06:55,2882.000,1184.990,611.190,885.320,142.810,32.070
07:00,2917.520,1203.360,605.340,906.930,142.840,32.260
07:05,3012.130,1226.650,646.000,937.260,142.740,32.790
07:10,3096.680,1259.670,663.770,967.320,143.030,33.330
07:15,3159.350,1274.740,684.120,994.820,142.670,33.660
07:20,3231.050,1304.610,704.810,1009.760,143.490,34.440
07:25,3279.660,1307.060,731.550,1029.770,143.620,34.700
07:30,3385.270,1354.000,744.190,1073.560,145.120,35.250
07:35,3413.110,1378.750,747.320,1075.820,144.850,35.680
07:40,3483.300,1397.730,776.730,1094.790,145.050,36.060
07:45,3535.860,1411.560,789.520,1119.630,145.610,36.570
07:50,3576.260,1435.670,805.610,1126.510,145.900,37.000
