TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
00:00,2197.090,897.010,438.720,728.480,96.790,15.190
00:05,2162.020,873.090,430.600,725.740,97.730,15.200
00:10,2140.290,872.010,422.660,713.470,96.830,15.030
00:15,2111.180,856.700,413.480,709.040,96.170,14.980
00:20,2097.820,846.420,411.280,709.190,95.930,14.830
00:25,2080.920,848.460,400.470,701.790,95.560,14.850
00:30,2083.600,855.910,397.060,700.880,95.200,14.790
00:35,2053.720,839.060,390.260,695.180,94.640,14.830
00:40,2042.100,826.250,384.750,701.760,95.050,14.790
00:45,2025.730,822.690,383.390,691.210,94.380,14.730
00:50,2014.880,816.660,383.710,686.740,95.100,14.720
00:55,2000.920,809.530,381.040,681.840,94.640,14.800
01:00,1980.050,799.000,377.830,674.780,94.290,14.670
01:05,1958.490,793.490,372.350,665.300,94.090,14.650
01:10,1955.220,788.900,372.370,667.330,93.510,14.540
01:15,1931.430,778.460,364.050,662.750,93.370,14.450
01:20,1940.610,777.380,371.120,666.520,92.660,14.480
01:25,1925.720,774.340,366.350,660.730,92.510,14.490
01:30,1913.360,769.890,360.970,658.110,91.640,14.450
01:35,1908.520,768.240,362.640,654.300,91.250,14.380
01:40,1901.910,762.370,363.190,652.740,91.090,14.390
01:45,1892.200,761.070,359.560,648.550,91.020,14.330
01:50,1886.290,764.140,354.470,643.630,91.540,14.350
01:55,1876.100,754.500,355.340,643.640,90.590,14.260
02:00,1876.160,755.610,356.070,641.710,90.510,14.230
02:05,1861.640,748.320,353.260,637.560,90.410,14.370
02:10,1861.280,745.020,352.940,640.830,90.500,14.310
02:15,1855.810,744.790,349.230,639.670,90.070,14.410
02:20,1847.040,744.790,345.610,634.650,90.190,14.320
02:25,1848.380,744.090,347.190,635.220,89.950,14.390
02:30,1843.090,744.960,345.700,631.080,89.440,14.400
02:35,1844.820,742.820,345.680,634.090,89.390,14.320
02:40,1831.030,737.790,340.280,631.890,89.380,14.290
02:45,1839.280,741.690,342.630,633.800,89.270,14.380
02:50,1827.940,737.350,338.710,630.420,89.730,14.380
02:55,1818.490,735.790,336.650,624.900,89.320,14.450
03:00,1821.710,740.660,337.230,622.170,89.790,14.560
03:05,1814.410,739.420,333.190,620.510,89.480,14.550
03:10,1823.290,745.850,333.750,622.170,89.640,14.690
03:15,1825.140,745.420,336.020,622.410,89.240,14.650
03:20,1815.560,743.270,330.840,620.560,89.140,14.510
03:25,1825.550,746.660,332.520,624.870,89.500,14.580
03:30,1816.610,744.910,333.760,616.590,89.370,14.730
03:35,1815.620,747.560,330.700,615.750,89.740,14.690
03:40,1818.400,747.860,332.820,616.620,89.170,14.700
03:45,1830.930,752.910,336.050,620.310,89.530,14.730
03:50,1831.660,752.630,336.250,621.730,88.930,14.730
03:55,1821.640,748.160,335.330,617.220,88.830,14.800
04:00,1826.230,755.510,334.280,615.500,88.640,14.950
04:05,1848.480,769.540,334.890,621.930,89.320,15.280
04:10,1860.990,773.640,337.640,626.580,89.950,15.470
04:15,1867.730,781.180,338.330,624.400,90.030,15.560
04:20,1884.470,785.790,342.910,631.590,89.750,15.900
04:25,1899.680,795.660,345.080,634.210,90.510,16.090
04:30,1898.730,799.080,343.140,630.930,91.610,16.080
04:35,1920.020,814.850,347.200,632.070,91.140,16.570
04:40,1937.800,816.570,351.360,644.140,90.740,16.770
04:45,1954.250,830.250,350.910,646.110,91.280,17.100
04:50,1977.260,840.360,358.770,650.710,91.260,17.410
04:55,1979.620,845.060,355.600,650.790,91.540,17.780
05:00,2025.160,869.120,366.120,660.280,92.280,18.190
05:05,2055.260,890.640,360.270,673.760,92.320,18.890
05:10,2108.910,922.520,365.220,687.950,93.460,19.910
05:15,2145.890,940.850,375.030,694.040,94.260,20.690
05:20,2212.760,962.090,409.720,705.370,94.430,21.630
05:25,2237.960,977.000,404.170,718.440,94.660,22.390
05:30,2278.590,978.770,417.990,741.140,95.390,23.310
05:35,2352.010,1021.030,435.690,752.320,96.440,24.410
05:40,2375.080,1051.250,420.250,759.570,96.270,25.100
05:45,2438.700,1074.010,443.030,776.340,96.950,26.180
05:50,2535.600,1119.380,473.100,794.450,97.860,26.950
05:55,2574.470,1135.330,475.200,812.100,98.460,27.910
06:00,2657.120,1164.250,499.360,835.680,99.490,28.520
06:05,2736.050,1193.600,520.810,864.880,101.560,29.610
06:10,2818.720,1240.720,536.160,882.330,102.620,30.350
06:15,2910.540,1285.320,538.500,913.640,103.900,31.290
06:20,2982.280,1309.490,566.490,940.900,105.350,32.030
06:25,3047.980,1347.550,564.400,964.410,105.640,32.640
06:30,3123.980,1375.310,605.330,975.680,105.740,32.830
06:35,3164.310,1397.980,610.470,987.550,106.420,32.700
06:40,3237.550,1427.000,633.010,1007.340,106.300,33.140
06:45,3305.000,1438.430,662.510,1031.850,107.300,33.520
06:50,3380.440,1455.570,676.860,1074.770,108.100,33.770
06:55,3409.050,1472.370,687.780,1074.280,108.030,34.040
07:00,3510.270,1515.040,709.070,1109.310,109.440,34.000
07:05,3571.310,1554.460,727.490,1110.190,110.740,34.480
07:10,3627.710,1555.730,744.230,1145.300,112.480,34.950
07:15,3704.610,1593.510,754.380,1173.470,112.630,35.030
