TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
00:00,5047.910,2184.060,1154.810,1494.070,138.750,29.330
00:05,5007.290,2164.480,1145.840,1481.660,138.400,29.340
00:10,4998.880,2163.000,1140.760,1479.780,139.010,29.300
00:15,4984.560,2152.860,1135.400,1480.490,139.070,29.370
00:20,4974.400,2146.920,1134.030,1478.770,138.070,29.290
00:25,4953.080,2138.150,1126.550,1474.060,138.130,29.170
00:30,4933.620,2134.750,1118.700,1465.200,138.790,29.130
00:35,4915.510,2122.870,1112.990,1465.710,138.300,28.950
00:40,4908.240,2119.170,1113.800,1465.220,134.470,28.940
00:45,4883.090,2108.790,1108.800,1451.440,138.280,29.090
00:50,4853.940,2097.340,1104.690,1442.560,134.190,29.040
00:55,4840.220,2086.790,1100.060,1441.030,138.310,28.590
01:00,4827.260,2080.460,1100.200,1437.720,134.000,28.900
01:05,4783.250,2057.130,1094.430,1424.410,132.990,28.900
01:10,4767.830,2051.750,1087.250,1420.860,133.920,28.840
01:15,4753.210,2045.110,1083.360,1417.170,133.500,28.900
01:20,4726.960,2033.670,1079.030,1408.550,131.920,28.720
01:25,4711.530,2021.240,1076.500,1404.580,135.680,28.790
01:30,4686.630,2017.820,1067.210,1396.290,132.360,28.550
01:35,4683.130,2014.320,1065.120,1395.010,135.420,28.520
01:40,4645.340,2002.080,1058.630,1380.320,131.870,28.320
01:45,4622.490,1995.090,1055.580,1367.390,132.120,28.460
01:50,4595.930,1989.500,1056.380,1346.430,131.700,28.310
01:55,4548.700,1974.880,1043.820,1326.850,131.500,28.350
02:00,4535.350,1970.330,1038.480,1320.540,134.660,28.330
02:05,4506.390,1962.330,1037.220,1305.950,129.700,28.290
02:10,4481.800,1952.600,1033.280,1291.870,133.440,27.880
02:15,4451.150,1938.710,1022.930,1285.610,133.420,27.910
02:20,4431.490,1937.510,1014.060,1276.160,133.350,28.110
02:25,4396.860,1929.790,999.390,1264.550,133.330,27.890
02:30,4361.360,1917.920,982.530,1258.910,132.590,27.600
02:35,4324.560,1907.570,960.820,1253.280,133.180,27.580
02:40,4291.360,1893.480,951.030,1246.160,132.700,27.330
02:45,4263.530,1879.160,941.690,1241.490,133.060,27.630
02:50,4260.600,1884.100,937.140,1242.480,128.880,27.540
02:55,4241.560,1871.050,930.560,1242.980,129.080,27.510
03:00,4220.670,1861.470,923.950,1234.110,134.010,27.200
03:05,4201.220,1853.360,919.140,1227.760,133.950,27.440
03:10,4186.240,1849.740,914.960,1221.050,133.630,27.020
03:15,4160.350,1834.810,910.620,1215.270,133.660,26.960
03:20,4136.230,1823.300,903.220,1214.900,128.460,27.040
03:25,4133.250,1821.380,901.010,1216.610,127.830,27.170
03:30,4112.710,1806.280,900.100,1212.510,127.570,26.940
03:35,4103.840,1799.810,895.070,1209.640,133.050,27.050
03:40,4079.910,1788.570,890.710,1202.000,132.270,27.060
03:45,4075.240,1787.580,890.040,1205.210,126.250,27.160
03:50,4045.580,1776.670,881.210,1190.580,131.820,27.050
03:55,4042.730,1775.760,875.460,1193.780,132.010,27.230
04:00,4015.800,1767.830,869.430,1182.210,131.640,27.080
04:05,4023.420,1773.280,866.460,1186.790,131.410,27.060
04:10,3997.770,1758.340,863.510,1179.860,130.880,27.090
04:15,3980.960,1752.850,851.500,1181.790,130.800,27.180
04:20,3964.660,1746.670,849.670,1172.780,130.950,26.950
04:25,3953.150,1746.010,843.530,1168.290,130.810,27.020
04:30,3941.000,1740.360,837.710,1167.500,131.050,26.950
04:35,3936.860,1740.140,838.060,1162.950,131.130,27.160
04:40,3916.740,1722.990,838.140,1159.700,135.170,26.950
04:45,3907.990,1720.300,841.420,1153.530,129.190,26.960
04:50,3904.490,1715.410,841.350,1154.560,128.990,26.770
04:55,3870.280,1695.660,833.660,1148.650,128.660,26.750
05:00,3870.900,1699.530,833.180,1145.500,129.000,27.060
05:05,3846.700,1683.190,829.580,1141.070,129.180,27.170
05:10,3834.420,1680.150,824.980,1137.340,129.250,26.990
05:15,3822.670,1678.360,821.130,1133.810,125.330,27.110
05:20,3805.640,1669.380,820.470,1126.560,125.700,27.250
05:25,3787.910,1658.580,819.530,1121.900,125.000,27.320
05:30,3767.790,1652.850,812.510,1116.290,123.030,27.210
05:35,3811.930,1665.060,825.480,1138.580,119.550,27.020
05:40,3711.580,1619.090,806.520,1103.130,120.640,26.790
05:45,3695.900,1610.430,806.720,1095.230,122.960,26.850
05:50,3677.860,1605.750,807.010,1083.810,119.880,26.430
05:55,3657.500,1588.720,804.220,1083.590,118.950,26.610
06:00,3660.080,1591.980,807.370,1083.040,118.530,26.680
06:05,3661.630,1590.660,807.430,1083.030,119.030,26.770
06:10,3641.080,1579.330,804.990,1076.050,119.250,26.850
06:15,3627.010,1573.620,806.260,1066.590,119.170,26.900
06:20,3626.670,1573.920,807.260,1069.160,115.040,26.840
06:25,3622.700,1559.620,810.920,1072.220,118.920,26.470
06:30,3618.160,1552.510,810.680,1074.180,119.840,26.190
06:35,3602.800,1547.080,802.720,1073.100,120.180,26.240
06:40,3591.740,1537.490,807.910,1065.830,120.050,26.140
06:45,3592.820,1538.590,807.240,1065.880,121.060,26.150
06:50,3571.660,1527.000,804.920,1058.440,121.380,26.060
06:55,3566.500,1521.260,806.920,1056.790,121.680,25.950
07:00,3563.900,1516.820,803.090,1056.710,127.010,26.020
07:05,3548.170,1512.130,804.000,1050.170,122.400,25.770
07:10,3541.490,1508.610,802.220,1048.960,121.570,25.720
07:15,3518.650,1500.980,798.500,1037.800,122.250,25.660
07:20,3512.900,1500.000,793.410,1038.090,122.290,25.640
07:25,3518.300,1497.050,799.550,1038.490,124.550,25.230
07:30,3502.080,1489.000,795.710,1034.520,124.190,25.180
07:35,3490.160,1486.440,790.560,1028.520,126.250,25.260
