TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other,Date,Season,DayOfWeek,IsHoliday
00:00,6432.67,2935.35,1461.45,1747.03,198.43,29.3,61.11,2018-06-08,Summer,Friday,False
00:05,6393.74,2924.87,1447.92,1733.17,197.82,29.22,60.74,2018-06-08,Summer,Friday,False
00:10,6355.26,2904.68,1448.35,1722.88,189.92,29.17,60.26,2018-06-08,Summer,Friday,False
00:15,6332.4,2894.71,1437.28,1718.07,193.04,29.15,60.15,2018-06-08,Summer,Friday,False
00:20,6318.0,2877.35,1437.09,1720.19,194.26,29.09,60.02,2018-06-08,Summer,Friday,False
00:25,6283.14,2856.66,1426.59,1717.78,193.32,29.09,59.7,2018-06-08,Summer,Friday,False
00:30,6244.72,2841.8,1421.48,1701.8,191.27,29.04,59.33,2018-06-08,Summer,Friday,False
00:35,6198.97,2824.26,1403.67,1691.66,191.43,29.07,58.88,2018-06-08,Summer,Friday,False
00:40,6198.36,2823.18,1403.49,1696.75,187.03,29.02,58.89,2018-06-08,Summer,Friday,False
00:45,6181.62,2816.53,1403.34,1687.4,186.7,28.92,58.73,2018-06-08,Summer,Friday,False
00:50,6164.54,2810.86,1402.14,1680.44,183.52,29.02,58.56,2018-06-08,Summer,Friday,False
00:55,6151.0,2809.68,1394.87,1676.05,183.01,28.97,58.42,2018-06-08,Summer,Friday,False
01:00,6132.93,2806.87,1390.14,1665.12,183.72,28.81,58.27,2018-06-08,Summer,Friday,False
01:05,6091.08,2780.61,1382.11,1659.41,182.25,28.81,57.89,2018-06-08,Summer,Friday,False
01:10,6080.26,2776.57,1380.9,1655.13,181.08,28.81,57.77,2018-06-08,Summer,Friday,False
01:15,6069.54,2779.98,1371.26,1650.44,181.39,28.81,57.66,2018-06-08,Summer,Friday,False
01:20,6036.91,2765.67,1361.71,1642.45,180.79,28.94,57.35,2018-06-08,Summer,Friday,False
01:25,6025.62,2766.2,1358.71,1633.93,180.82,28.71,57.25,2018-06-08,Summer,Friday,False
01:30,6012.35,2766.21,1352.48,1628.86,178.91,28.76,57.13,2018-06-08,Summer,Friday,False
01:35,5995.72,2753.12,1354.39,1622.59,179.92,28.74,56.96,2018-06-08,Summer,Friday,False
01:40,5971.43,2742.43,1348.01,1616.33,179.22,28.71,56.73,2018-06-08,Summer,Friday,False
01:45,5945.77,2720.87,1344.58,1617.5,177.72,28.61,56.49,2018-06-08,Summer,Friday,False
01:50,5921.58,2721.43,1337.74,1600.85,176.7,28.61,56.25,2018-06-08,Summer,Friday,False
