TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other,Date,Season,DayOfWeek,IsHoliday
00:00,4439.81,1946.31,1020.25,1258.48,149.76,22.82,42.19,2018-04-26,Spring,Thursday,False
00:05,4407.46,1880.11,1032.2,1277.65,152.79,22.84,41.87,2018-04-26,Spring,Thursday,False
00:10,4393.6,1890.52,1028.15,1257.64,152.81,22.74,41.74,2018-04-26,Spring,Thursday,False
00:15,4353.87,1864.7,1017.77,1256.19,150.98,22.87,41.36,2018-04-26,Spring,Thursday,False
00:20,4325.51,1847.59,1008.08,1260.16,145.82,22.77,41.09,2018-04-26,Spring,Thursday,False
00:25,4326.35,1849.17,1013.03,1254.29,146.04,22.72,41.1,2018-04-26,Spring,Thursday,False
00:30,4292.06,1844.49,996.89,1243.59,143.87,22.44,40.78,2018-04-26,Spring,Thursday,False
00:35,4261.51,1835.46,992.9,1228.94,141.13,22.59,40.49,2018-04-26,Spring,Thursday,False
00:40,4245.8,1822.5,988.28,1231.35,141.03,22.31,40.33,2018-04-26,Spring,Thursday,False
00:45,4227.05,1809.26,981.76,1230.38,143.18,22.31,40.16,2018-04-26,Spring,Thursday,False
00:50,4206.28,1840.2,964.04,1197.47,142.49,22.13,39.95,2018-04-26,Spring,Thursday,False
00:55,4195.19,1799.2,980.63,1211.09,142.39,22.03,39.85,2018-04-26,Spring,Thursday,False
01:00,4173.36,1786.93,975.44,1209.0,140.4,21.95,39.64,2018-04-26,Spring,Thursday,False
01:05,4146.28,1780.19,970.37,1194.78,139.58,21.98,39.38,2018-04-26,Spring,Thursday,False
01:10,4113.99,1762.22,963.37,1188.23,139.13,21.95,39.09,2018-04-26,Spring,Thursday,False
01:15,4084.51,1740.57,959.82,1186.83,136.53,21.95,38.81,2018-04-26,Spring,Thursday,False
01:20,4059.79,1724.16,955.07,1182.01,138.03,21.95,38.57,2018-04-26,Spring,Thursday,False
01:25,4057.68,1728.08,952.38,1179.03,137.84,21.8,38.55,2018-04-26,Spring,Thursday,False
01:30,4040.14,1725.55,944.48,1173.19,136.83,21.7,38.39,2018-04-26,Spring,Thursday,False
01:35,4022.07,1722.33,940.04,1164.64,135.3,21.54,38.22,2018-04-26,Spring,Thursday,False
