TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other
00:00,5484.97,2468.37,1263.85,1507.34,160.39,33.52,51.5
00:05,5456.42,2452.12,1253.48,1505.81,159.71,33.45,51.850000000000364
00:10,5451.07,2453.92,1248.06,1503.06,160.52,33.42,52.089999999999236
00:15,5430.55,2444.26,1243.85,1498.04,159.7,33.1,51.600000000000364
00:20,5416.94,2438.88,1237.59,1495.99,159.97,33.15,51.35999999999967
00:25,5406.6,2436.18,1231.11,1494.85,160.39,32.76,51.3100000000004
00:30,5326.77,2370.05,1231.27,1482.6,159.59,32.65,50.61000000000058
00:35,5358.9,2405.35,1227.86,1482.74,159.53,32.47,50.94999999999982
00:40,5338.96,2402.72,1220.43,1474.58,157.87,32.59,50.77000000000044
00:45,5337.94,2403.24,1218.35,1472.96,158.18,32.63,52.57999999999993
00:50,5304.96,2390.6,1215.82,1457.87,157.84,32.46,50.36999999999989
00:55,5297.63,2381.26,1215.36,1460.33,158.12,32.42,50.14000000000033
01:00,5276.84,2375.86,1206.58,1454.2,157.99,32.07,50.14000000000033
01:05,5256.55,2368.95,1201.53,1446.1,157.87,32.47,49.63000000000011
01:10,5234.88,2362.0,1196.61,1437.26,157.18,32.28,49.55000000000018
01:15,5207.17,2343.55,1193.23,1432.4,156.55,32.09,49.349999999999454
01:20,5155.67,2297.61,1188.58,1433.33,155.36,32.02,48.76999999999953
01:25,5165.56,2321.24,1183.91,1425.79,153.58,31.97,49.07000000000062
01:30,5150.13,2307.32,1177.79,1429.76,154.49,31.81,48.960000000000036
01:35,5116.82,2301.73,1166.28,1415.61,152.3,31.9,49.0
01:40,5094.83,2294.59,1155.71,1412.08,152.23,31.75,48.470000000000255
01:45,5071.23,2283.52,1147.92,1407.55,152.34,31.73,48.17000000000007
01:50,5055.73,2279.11,1142.65,1403.13,151.06,31.69,48.089999999999236
01:55,5028.98,2268.39,1137.07,1393.37,151.04,31.4,47.710000000000036
02:00,5008.8,2261.64,1133.64,1383.31,150.97,31.56,47.67999999999938
02:05,4990.97,2255.59,1129.41,1376.82,150.42,31.28,47.45000000000073
02:10,4962.77,2243.9,1124.31,1366.46,149.66,31.28,47.160000000000764
02:15,4941.81,2233.9,1119.52,1360.1,150.2,31.19,46.900000000000546
02:20,4924.94,2227.45,1119.83,1349.92,149.85,31.1,46.789999999999054
02:25,4906.48,2214.98,1111.43,1350.72,149.85,30.94,48.55999999999949
02:30,4862.29,2189.05,1106.76,1338.55,150.81,30.86,46.25999999999931
02:35,4840.05,2176.54,1101.46,1335.91,149.43,30.7,46.01000000000022
02:40,4810.7,2161.96,1095.42,1328.67,148.29,30.7,45.659999999999854
02:45,4794.7,2157.57,1088.85,1323.41,148.72,30.58,45.56999999999971
02:50,4773.0,2147.01,1085.46,1317.96,146.82,30.59,45.159999999999854
02:55,4749.92,2143.85,1078.84,1304.56,147.02,30.39,45.25999999999931
03:00,4738.16,2131.01,1076.78,1308.8,146.09,30.37,45.10999999999967
03:05,4707.88,2118.44,1068.96,1300.28,145.23,30.29,44.68000000000029
03:10,4697.47,2109.55,1065.9,1300.04,145.77,30.37,45.840000000000146
03:15,4677.33,2102.93,1063.36,1290.33,145.99,30.29,44.43000000000029
03:20,4659.06,2102.47,1055.74,1280.6,145.7,30.35,44.20000000000073
03:25,4638.17,2088.62,1051.98,1277.74,145.31,30.36,44.159999999999854
03:30,4623.41,2082.08,1047.91,1273.92,145.02,30.26,44.219999999999345
03:35,4609.56,2078.9,1045.18,1266.63,145.17,30.12,43.5600000000004
03:40,4591.81,2070.88,1038.53,1264.69,144.06,30.05,43.599999999999454
03:45,4578.48,2061.42,1037.49,1262.44,144.11,30.09,42.92999999999938
03:50,4556.39,2052.28,1028.63,1258.74,143.48,29.94,43.32000000000062
03:55,4530.33,2042.24,1023.28,1248.98,142.86,29.91,43.0600000000004
04:00,4519.14,2037.46,1021.88,1244.42,142.61,29.85,42.92000000000007
04:05,4495.26,2029.77,1014.85,1235.74,142.66,29.64,42.600000000000364
04:10,4462.86,2019.63,1006.03,1223.29,141.87,29.63,42.409999999999854
04:15,4445.27,2009.03,1003.61,1218.38,142.18,29.28,42.789999999999964
04:20,4431.55,2004.31,1000.48,1213.03,141.86,29.69,42.1800000000012
04:25,4413.08,1997.43,995.35,1207.33,141.42,29.63,41.91999999999916
04:30,4391.86,1982.97,992.44,1204.75,140.74,29.25,41.710000000000036
04:35,4365.19,1973.06,987.49,1193.33,140.44,29.27,41.599999999999454
04:40,4348.85,1966.05,981.95,1189.94,140.23,29.41,41.27000000000044
04:45,4325.92,1954.45,974.4,1187.12,139.5,29.36,41.090000000001055
04:50,4290.97,1939.93,968.82,1174.33,138.38,29.28,40.23000000000047
04:55,4279.52,1934.74,963.76,1172.84,138.2,29.33,40.650000000000546
05:00,4250.55,1924.15,953.88,1165.93,136.82,29.34,40.43000000000029
05:05,4224.12,1911.75,948.44,1158.52,136.5,29.65,39.26000000000022
05:10,4187.68,1896.35,942.39,1142.53,136.98,29.72,39.710000000000946
05:15,4156.54,1883.16,937.35,1131.49,135.9,29.21,39.43000000000029
05:20,4139.7,1876.24,930.74,1128.91,135.6,28.92,39.289999999999964
05:25,4107.64,1854.93,926.38,1120.53,135.43,28.48,41.89000000000033
05:30,4081.55,1837.19,927.14,1115.3,134.65,28.51,38.75999999999976
05:35,4043.1,1814.34,921.39,1106.43,133.92,28.45,38.570000000000164
05:40,4020.11,1806.33,916.02,1098.6,132.54,28.42,38.20000000000027
05:45,3997.76,1794.22,914.82,1089.38,132.43,28.62,38.29000000000042
05:50,3977.8,1783.05,913.65,1082.8,132.07,28.52,37.710000000000036
05:55,3939.51,1759.42,904.6,1076.33,132.61,28.54,38.01000000000022
06:00,3924.3,1755.77,899.86,1070.48,131.17,28.52,38.5
06:05,3919.45,1747.14,903.76,1070.95,131.25,29.02,37.32999999999947
06:10,3904.31,1735.2,901.73,1069.2,132.25,29.03,36.899999999999636
06:15,3895.11,1729.07,901.61,1066.16,131.92,29.39,36.960000000000036
06:20,3876.74,1714.02,901.08,1062.54,132.98,29.23,36.88999999999987
06:25,3863.93,1708.7,901.11,1055.3,132.93,29.17,36.720000000000255
06:30,3852.5,1694.21,903.48,1054.64,134.44,29.01,36.7199999999998
06:35,3840.67,1691.18,900.89,1048.87,133.28,29.43,37.01999999999998
06:40,3824.66,1680.29,901.98,1043.63,133.37,29.13,36.25999999999976
06:45,3810.28,1669.46,899.13,1045.1,133.92,29.09,33.57999999999993
06:50,3799.55,1661.53,897.03,1040.97,134.41,29.47,36.14000000000078
06:55,3792.92,1658.41,894.5,1039.91,135.06,29.02,36.02000000000044
07:00,3775.44,1648.39,889.76,1034.15,138.47,28.83,35.840000000000146
07:05,3768.66,1646.84,887.73,1030.33,139.05,28.94,35.76999999999998
07:10,3747.71,1633.91,882.06,1026.55,138.19,28.84,38.1599999999994
07:15,3743.06,1631.95,879.06,1026.68,141.18,28.94,35.249999999999545
07:20,3759.81,1635.71,882.25,1034.7,142.63,28.84,35.679999999999836
07:25,3744.09,1627.48,880.32,1028.57,142.8,29.17,35.75
07:30,3721.0,1621.91,878.19,1012.94,143.66,29.15,35.149999999999636
