TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
00:00,6561.500,2940.500,1479.490,1829.610,216.690,32.880
00:05,6555.980,2924.960,1489.790,1836.500,214.520,32.850
00:10,6545.860,2903.940,1487.560,1844.900,214.100,32.870
00:15,6533.220,2898.400,1486.180,1832.320,215.120,32.870
00:20,6540.610,2901.290,1487.750,1842.500,214.220,32.850
00:25,6506.840,2902.720,1477.540,1817.810,214.260,32.880
00:30,6483.920,2895.690,1470.450,1809.220,214.220,32.880
00:35,6446.140,2877.930,1456.360,1802.400,215.330,32.850
00:40,6432.240,2863.960,1461.770,1803.890,214.660,32.910
00:45,6431.740,2859.930,1467.870,1797.410,213.650,32.910
00:50,6402.540,2846.100,1462.400,1787.790,212.560,32.850
00:55,6395.050,2846.290,1459.110,1782.620,212.740,32.880
01:00,6368.000,2836.880,1448.280,1776.790,213.090,32.850
01:05,6335.660,2822.700,1441.170,1765.550,213.110,32.890
01:10,6331.270,2816.360,1433.200,1778.340,210.360,32.870
01:15,6316.530,2821.010,1430.170,1761.480,210.990,32.870
01:20,6268.440,2799.730,1423.540,1742.820,209.920,32.890
01:25,6260.340,2788.590,1424.990,1744.980,209.490,32.890
01:30,6259.370,2797.090,1422.900,1738.300,208.680,32.890
01:35,6249.170,2801.300,1424.330,1723.420,207.910,32.850
01:40,6243.540,2800.680,1421.900,1720.100,208.200,32.850
01:45,6199.250,2778.970,1411.070,1709.260,208.160,32.890
01:50,6177.110,2771.040,1404.560,1705.180,204.760,32.870
01:55,6155.000,2760.910,1399.350,1696.580,206.800,32.850
02:00,6069.380,2744.780,1378.910,1650.030,205.260,32.880
02:05,6108.940,2747.880,1393.310,1671.990,205.250,32.890
02:10,6066.500,2743.050,1380.490,1649.500,203.000,32.850
02:15,6069.220,2723.700,1389.380,1661.200,204.380,32.870
02:20,6048.600,2720.850,1381.810,1651.220,204.390,32.910
02:25,6041.800,2723.270,1378.580,1645.390,204.230,32.870
02:30,6014.930,2706.280,1373.660,1641.650,203.320,32.900
02:35,5991.750,2733.340,1355.200,1610.490,203.110,32.850
02:40,5967.980,2691.000,1365.820,1619.670,201.900,32.900
02:45,5911.530,2675.670,1348.510,1597.580,200.590,32.900
02:50,5920.610,2677.130,1349.840,1603.380,201.170,32.850
02:55,5850.740,2661.080,1327.680,1572.420,201.040,32.900
03:00,5904.550,2678.850,1341.570,1593.410,201.760,32.850
03:05,5885.840,2674.170,1335.050,1585.770,202.080,32.850
03:10,5846.310,2654.260,1321.710,1581.380,200.560,32.850
03:15,5839.240,2651.340,1317.100,1581.280,201.160,32.920
03:20,5836.030,2642.620,1316.850,1587.770,200.280,32.890
03:25,5817.150,2636.480,1312.040,1580.250,200.200,32.900
03:30,5799.100,2623.450,1308.380,1578.630,200.670,32.890
03:35,5760.510,2617.670,1298.480,1553.220,203.540,32.880
03:40,5749.590,2603.600,1301.080,1556.720,200.870,32.850
03:45,5657.380,2576.330,1268.650,1526.430,199.350,32.880
03:50,5717.810,2592.930,1286.160,1551.510,200.000,32.900
03:55,5682.600,2576.580,1276.820,1542.280,200.040,32.880
04:00,5661.650,2567.500,1271.460,1535.820,200.200,32.880
04:05,5651.330,2559.360,1271.430,1533.230,200.690,32.870
04:10,5631.840,2559.740,1258.580,1525.870,201.250,32.850
04:15,5610.370,2556.120,1251.420,1515.250,200.470,32.890
04:20,5596.940,2548.550,1246.220,1516.180,199.760,32.850
04:25,5592.540,2552.480,1240.410,1512.760,200.850,32.900
04:30,5570.790,2543.340,1235.840,1502.640,200.640,32.890
04:35,5506.610,2524.120,1220.100,1476.680,200.630,32.890
04:40,5523.910,2535.610,1226.870,1474.440,201.260,32.880
04:45,5459.390,2510.290,1209.530,1453.740,201.320,32.880
04:50,5479.630,2511.160,1214.090,1468.580,200.800,32.880
04:55,5464.930,2496.930,1209.820,1473.650,199.690,32.890
05:00,5442.600,2497.180,1205.500,1455.810,199.750,32.890
05:05,5417.260,2485.050,1204.930,1444.340,198.870,32.890
05:10,5392.860,2472.400,1195.960,1440.560,199.840,32.890
05:15,5360.610,2454.610,1193.630,1430.440,199.260,32.900
05:20,5321.360,2439.700,1186.270,1410.570,199.130,32.900
05:25,5270.180,2402.760,1179.280,1407.250,198.010,32.880
05:30,5226.530,2397.820,1174.990,1375.600,197.260,32.850
05:35,5162.310,2366.320,1161.690,1354.270,198.420,32.890
05:40,5132.370,2346.110,1154.680,1354.100,195.970,32.890
05:45,5075.760,2328.070,1145.960,1325.780,195.010,32.890
05:50,5053.210,2311.470,1144.860,1321.010,194.950,32.890
05:55,5032.990,2293.040,1149.260,1316.040,193.830,32.900
06:00,5005.450,2289.130,1129.750,1309.890,195.100,32.900
06:05,4959.820,2270.870,1106.230,1309.050,193.960,32.890
06:10,4981.570,2262.400,1138.150,1307.100,193.810,32.880
06:15,4934.610,2256.510,1105.130,1295.190,197.010,32.890
06:20,4958.460,2260.370,1129.050,1285.890,199.340,32.890
06:25,4954.490,2254.460,1126.540,1297.600,197.110,32.880
06:30,4907.500,2239.410,1122.170,1266.860,198.490,32.900
06:35,4872.270,2226.260,1107.840,1262.590,201.290,32.900
06:40,4898.740,2223.980,1119.280,1276.730,199.280,32.880
06:45,4894.020,2224.060,1114.460,1270.440,205.120,32.850
