TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other,Date,Season,DayOfWeek,IsHoliday
00:00,2587.79,1159.41,475.83,780.6,118.34,26.03,27.58,2025-01-08,Winter,Wednesday,False
00:05,2557.13,1142.89,479.86,766.13,118.38,25.65,24.22,2025-01-08,Winter,Wednesday,False
00:10,2497.72,1133.21,456.64,739.53,119.13,25.43,23.78,2025-01-08,Winter,Wednesday,False
00:15,2474.0,1111.52,457.85,737.93,117.98,25.18,23.54,2025-01-08,Winter,Wednesday,False
00:20,2413.41,1090.44,436.61,721.74,117.0,24.72,22.9,2025-01-08,Winter,Wednesday,False
00:25,2394.95,1080.74,435.65,713.96,117.56,24.61,22.43,2025-01-08,Winter,Wednesday,False
00:30,2354.67,1064.98,417.89,710.47,114.31,24.66,22.36,2025-01-08,Winter,Wednesday,False
00:35,2332.78,1052.4,418.63,702.02,113.66,24.36,21.71,2025-01-08,Winter,Wednesday,False
00:40,2306.17,1043.34,415.09,688.16,113.4,24.26,21.92,2025-01-08,Winter,Wednesday,False
00:45,2267.5,1027.07,404.36,678.76,111.71,24.02,21.58,2025-01-08,Winter,Wednesday,False
00:50,2239.94,1016.28,392.37,673.79,112.32,23.89,21.29,2025-01-08,Winter,Wednesday,False
00:55,2209.42,997.2,387.71,667.43,111.93,24.04,21.11,2025-01-08,Winter,Wednesday,False
01:00,2180.71,984.96,383.22,656.39,111.53,23.9,20.71,2025-01-08,Winter,Wednesday,False
01:05,2152.93,973.11,375.71,648.67,111.1,23.9,20.44,2025-01-08,Winter,Wednesday,False
01:10,2129.34,965.9,368.52,641.09,109.77,23.83,20.23,2025-01-08,Winter,Wednesday,False
01:15,2105.96,956.04,362.78,633.99,109.48,23.61,20.06,2025-01-08,Winter,Wednesday,False
01:20,2080.67,947.6,359.15,620.94,109.57,23.65,19.76,2025-01-08,Winter,Wednesday,False
01:25,2061.35,935.66,356.34,615.9,110.51,23.38,19.56,2025-01-08,Winter,Wednesday,False
01:30,2051.02,932.81,353.33,612.04,109.92,23.36,19.56,2025-01-08,Winter,Wednesday,False
01:35,2042.64,926.44,346.86,617.69,108.86,23.32,19.47,2025-01-08,Winter,Wednesday,False
01:40,2033.45,918.47,344.79,617.28,109.02,23.09,20.8,2025-01-08,Winter,Wednesday,False
01:45,2012.25,913.07,339.18,609.12,108.55,23.02,19.31,2025-01-08,Winter,Wednesday,False
01:50,1996.79,906.69,334.31,605.09,108.3,23.09,19.31,2025-01-08,Winter,Wednesday,False
01:55,1983.26,901.02,333.43,600.11,108.61,22.97,17.12,2025-01-08,Winter,Wednesday,False
02:00,1964.76,898.35,322.43,593.97,108.33,22.99,18.69,2025-01-08,Winter,Wednesday,False
02:05,1955.04,892.8,326.98,586.49,107.56,23.01,18.2,2025-01-08,Winter,Wednesday,False
02:10,1942.12,886.63,325.13,579.17,109.4,22.86,18.93,2025-01-08,Winter,Wednesday,False
02:15,1936.92,882.28,322.6,581.6,109.46,22.72,18.26,2025-01-08,Winter,Wednesday,False
02:20,1924.99,880.42,319.75,579.89,107.54,22.75,14.64,2025-01-08,Winter,Wednesday,False
02:25,1907.18,871.87,316.52,570.2,107.85,22.67,18.07,2025-01-08,Winter,Wednesday,False
02:30,1895.26,868.0,316.97,563.71,105.86,22.66,18.06,2025-01-08,Winter,Wednesday,False
02:35,1898.66,865.69,316.68,568.37,107.07,22.7,18.15,2025-01-08,Winter,Wednesday,False
02:40,1882.44,862.6,310.83,561.92,106.29,22.8,18.0,2025-01-08,Winter,Wednesday,False
02:45,1869.27,856.73,308.08,558.91,105.66,22.67,17.22,2025-01-08,Winter,Wednesday,False
02:50,1859.02,854.71,305.91,553.0,105.59,22.67,17.14,2025-01-08,Winter,Wednesday,False
02:55,1850.43,849.79,302.67,552.39,105.16,22.85,17.57,2025-01-08,Winter,Wednesday,False
03:00,1844.04,849.99,300.46,546.87,106.09,22.92,17.71,2025-01-08,Winter,Wednesday,False
03:05,1844.54,850.23,298.24,550.55,105.19,22.71,17.62,2025-01-08,Winter,Wednesday,False
03:10,1841.39,852.51,299.43,543.69,105.52,22.75,17.49,2025-01-08,Winter,Wednesday,False
03:15,1838.62,850.56,297.83,544.03,105.33,23.05,17.82,2025-01-08,Winter,Wednesday,False
03:20,1843.94,851.36,303.1,542.94,105.91,23.21,17.42,2025-01-08,Winter,Wednesday,False
03:25,1841.73,849.06,300.97,545.6,105.55,23.07,17.48,2025-01-08,Winter,Wednesday,False
03:30,1834.0,844.59,298.86,544.39,104.41,23.35,18.4,2025-01-08,Winter,Wednesday,False
03:35,1834.3,849.43,296.58,543.21,104.57,23.46,17.05,2025-01-08,Winter,Wednesday,False
03:40,1835.74,848.32,296.27,545.07,104.47,23.68,17.93,2025-01-08,Winter,Wednesday,False
