TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other,Date,Season,DayOfWeek,IsHoliday
00:00,2561.02,1116.0,505.99,770.81,120.24,26.3,21.68,2025-01-09,Winter,Thursday,False
00:05,2539.65,1109.86,493.33,766.31,117.33,25.86,26.96,2025-01-09,Winter,Thursday,False
00:10,2506.29,1089.64,491.69,759.21,116.42,25.44,23.89,2025-01-09,Winter,Thursday,False
00:15,2461.44,1060.41,481.96,752.5,115.73,25.3,25.54,2025-01-09,Winter,Thursday,False
00:20,2415.84,1044.06,468.55,740.73,115.06,25.18,22.26,2025-01-09,Winter,Thursday,False
00:25,2373.34,1024.27,455.62,731.15,114.03,24.78,23.49,2025-01-09,Winter,Thursday,False
00:30,2337.93,1009.71,445.35,723.29,113.1,24.42,22.06,2025-01-09,Winter,Thursday,False
00:35,2320.04,997.77,445.99,714.6,112.89,24.31,24.48,2025-01-09,Winter,Thursday,False
00:40,2286.23,983.48,436.78,705.34,112.54,24.17,23.92,2025-01-09,Winter,Thursday,False
00:45,2253.49,969.97,427.0,699.85,111.1,24.04,21.53,2025-01-09,Winter,Thursday,False
00:50,2221.38,963.42,419.98,682.44,110.53,23.84,21.17,2025-01-09,Winter,Thursday,False
00:55,2190.92,943.46,416.98,675.12,111.22,23.8,20.34,2025-01-09,Winter,Thursday,False
01:00,2171.97,943.44,411.46,663.48,109.15,23.76,20.68,2025-01-09,Winter,Thursday,False
01:05,2137.93,925.53,405.5,653.17,109.26,23.69,20.78,2025-01-09,Winter,Thursday,False
01:10,2110.73,915.45,397.44,646.3,108.85,23.48,19.21,2025-01-09,Winter,Thursday,False
01:15,2094.63,902.73,395.45,644.03,109.04,23.48,19.9,2025-01-09,Winter,Thursday,False
01:20,2072.74,895.2,391.8,634.88,107.8,23.2,19.86,2025-01-09,Winter,Thursday,False
01:25,2057.5,884.91,392.03,630.67,107.63,23.18,19.08,2025-01-09,Winter,Thursday,False
01:30,2037.68,872.32,389.03,627.15,106.8,23.13,19.25,2025-01-09,Winter,Thursday,False
01:35,2019.29,863.39,383.7,623.16,107.42,22.93,18.69,2025-01-09,Winter,Thursday,False
01:40,2000.09,861.36,375.68,614.55,106.69,22.9,18.91,2025-01-09,Winter,Thursday,False
01:45,1987.13,854.83,373.01,611.18,106.39,22.85,18.87,2025-01-09,Winter,Thursday,False
01:50,1968.59,844.12,368.0,607.08,106.01,22.9,20.48,2025-01-09,Winter,Thursday,False
01:55,1950.05,836.87,363.92,602.26,105.35,22.94,18.71,2025-01-09,Winter,Thursday,False
02:00,1940.48,833.51,361.85,599.64,104.79,22.86,17.83,2025-01-09,Winter,Thursday,False
02:05,1934.97,833.73,359.48,595.27,104.96,22.72,18.81,2025-01-09,Winter,Thursday,False
02:10,1923.98,829.43,356.72,591.74,105.21,22.68,18.2,2025-01-09,Winter,Thursday,False
02:15,1909.96,822.43,350.36,591.2,105.02,22.61,18.34,2025-01-09,Winter,Thursday,False
02:20,1896.48,814.16,349.87,587.23,104.54,22.68,18.0,2025-01-09,Winter,Thursday,False
02:25,1894.63,813.1,348.4,586.33,104.52,22.74,19.54,2025-01-09,Winter,Thursday,False
02:30,1874.79,806.48,343.74,578.75,104.5,22.63,18.69,2025-01-09,Winter,Thursday,False
02:35,1869.07,800.5,344.62,579.32,104.06,22.58,17.99,2025-01-09,Winter,Thursday,False
02:40,1860.2,797.86,340.12,578.01,103.85,22.69,17.67,2025-01-09,Winter,Thursday,False
02:45,1849.87,794.23,337.1,574.8,103.41,22.74,17.59,2025-01-09,Winter,Thursday,False
02:50,1842.33,792.23,337.23,569.15,103.64,22.59,17.49,2025-01-09,Winter,Thursday,False
02:55,1836.06,789.59,334.91,568.72,102.58,22.69,17.57,2025-01-09,Winter,Thursday,False
03:00,1819.53,784.43,333.4,558.66,103.19,22.65,17.2,2025-01-09,Winter,Thursday,False
03:05,1818.33,784.16,331.62,559.25,103.42,22.59,17.29,2025-01-09,Winter,Thursday,False
03:10,1815.53,783.51,330.4,559.19,102.64,22.7,17.09,2025-01-09,Winter,Thursday,False
03:15,1819.78,785.91,331.62,558.8,103.38,22.82,17.25,2025-01-09,Winter,Thursday,False
03:20,1809.66,787.48,332.07,545.59,104.12,23.19,17.21,2025-01-09,Winter,Thursday,False
03:25,1811.4,781.01,331.99,554.4,103.47,23.3,17.23,2025-01-09,Winter,Thursday,False
03:30,1810.3,782.44,326.29,555.58,103.46,23.35,19.18,2025-01-09,Winter,Thursday,False
03:35,1823.18,783.75,334.07,560.54,103.4,23.5,17.92,2025-01-09,Winter,Thursday,False
03:40,1800.46,780.26,325.4,552.28,102.28,23.13,17.11,2025-01-09,Winter,Thursday,False
03:45,1817.98,786.41,330.71,557.6,103.01,23.16,17.09,2025-01-09,Winter,Thursday,False
03:50,1812.03,783.2,329.13,556.36,103.07,23.3,16.97,2025-01-09,Winter,Thursday,False
03:55,1815.1,788.66,328.11,554.5,103.37,23.21,17.25,2025-01-09,Winter,Thursday,False
04:00,1821.34,790.85,328.39,557.57,103.63,23.5,17.4,2025-01-09,Winter,Thursday,False
04:05,1829.6,796.33,329.91,560.88,102.32,23.63,16.53,2025-01-09,Winter,Thursday,False
04:10,1847.12,810.07,331.93,561.29,102.32,23.92,17.59,2025-01-09,Winter,Thursday,False
04:15,1853.28,807.68,335.23,564.89,101.88,24.06,19.54,2025-01-09,Winter,Thursday,False
04:20,1866.11,823.99,333.62,564.39,102.94,24.21,16.96,2025-01-09,Winter,Thursday,False
04:25,1881.98,828.63,336.28,571.14,103.02,24.72,18.19,2025-01-09,Winter,Thursday,False
04:30,1885.3,830.99,336.27,571.8,102.73,24.96,18.55,2025-01-09,Winter,Thursday,False
04:35,1910.7,843.23,341.98,578.83,103.2,25.14,18.32,2025-01-09,Winter,Thursday,False
04:40,1936.73,858.0,348.12,582.82,103.83,25.57,18.39,2025-01-09,Winter,Thursday,False
04:45,1955.75,869.32,351.66,588.01,103.91,25.75,17.1,2025-01-09,Winter,Thursday,False
04:50,1977.56,879.42,353.39,594.89,104.01,26.02,19.83,2025-01-09,Winter,Thursday,False
04:55,1995.47,885.47,358.75,600.65,104.8,26.09,19.71,2025-01-09,Winter,Thursday,False
05:00,2017.5,897.52,359.39,604.71,105.77,26.32,23.79,2025-01-09,Winter,Thursday,False
05:05,2047.95,916.75,368.54,610.9,104.93,26.93,19.9,2025-01-09,Winter,Thursday,False
05:10,2103.09,942.05,380.34,624.77,106.99,27.44,21.5,2025-01-09,Winter,Thursday,False
05:15,2143.24,959.04,390.8,636.51,108.62,27.9,20.37,2025-01-09,Winter,Thursday,False
05:20,2186.19,973.49,400.87,653.09,108.64,28.41,21.69,2025-01-09,Winter,Thursday,False
05:25,2233.08,999.4,411.86,663.54,109.48,29.16,19.64,2025-01-09,Winter,Thursday,False
05:30,2298.14,1019.29,424.69,680.37,110.77,29.64,33.38,2025-01-09,Winter,Thursday,False
05:35,2327.18,1032.06,431.65,695.83,111.67,30.36,25.61,2025-01-09,Winter,Thursday,False
05:40,2386.02,1067.54,441.1,709.15,112.45,31.41,24.37,2025-01-09,Winter,Thursday,False
05:45,2451.08,1098.51,447.51,734.22,112.79,32.16,25.89,2025-01-09,Winter,Thursday,False
05:50,2504.34,1129.8,464.2,738.07,114.17,32.67,25.43,2025-01-09,Winter,Thursday,False
05:55,2542.17,1142.01,470.51,755.09,115.61,34.22,24.73,2025-01-09,Winter,Thursday,False
06:00,2655.21,1200.55,496.92,779.43,117.52,35.13,25.66,2025-01-09,Winter,Thursday,False
06:05,2734.58,1235.89,514.5,801.31,122.08,36.39,24.41,2025-01-09,Winter,Thursday,False
06:10,2850.36,1273.47,550.0,840.27,122.08,37.34,27.2,2025-01-09,Winter,Thursday,False
06:15,2939.85,1312.76,568.52,864.63,126.45,38.16,29.33,2025-01-09,Winter,Thursday,False
06:20,3044.24,1342.01,592.48,913.85,129.95,39.0,26.95,2025-01-09,Winter,Thursday,False
06:25,3111.12,1397.2,601.45,919.06,126.76,40.19,26.46,2025-01-09,Winter,Thursday,False
06:30,3205.94,1421.29,623.02,957.28,132.93,40.82,30.6,2025-01-09,Winter,Thursday,False
06:35,3279.1,1478.51,629.58,970.26,125.93,42.02,32.8,2025-01-09,Winter,Thursday,False
06:40,3392.31,1516.72,657.27,1002.9,134.47,42.95,38.0,2025-01-09,Winter,Thursday,False
06:45,3434.37,1531.05,682.34,1006.36,139.59,43.63,31.4,2025-01-09,Winter,Thursday,False
06:50,3542.72,1576.93,684.47,1052.77,142.65,44.48,41.42,2025-01-09,Winter,Thursday,False
06:55,3597.79,1607.09,690.37,1075.52,146.03,44.91,33.87,2025-01-09,Winter,Thursday,False
07:00,3654.95,1620.63,712.03,1095.45,143.13,45.57,38.14,2025-01-09,Winter,Thursday,False
07:05,3762.44,1670.32,754.56,1110.43,148.5,46.47,32.16,2025-01-09,Winter,Thursday,False
07:10,3839.83,1703.92,743.27,1155.41,148.32,47.07,41.84,2025-01-09,Winter,Thursday,False
07:15,3977.53,1748.41,800.61,1200.87,150.12,47.38,30.14,2025-01-09,Winter,Thursday,False
07:20,4025.05,1783.45,801.49,1201.75,153.97,48.5,35.89,2025-01-09,Winter,Thursday,False
07:25,4161.51,1844.24,831.36,1236.98,154.68,48.75,45.5,2025-01-09,Winter,Thursday,False
07:30,4153.12,1823.68,824.51,1258.34,158.04,50.17,38.38,2025-01-09,Winter,Thursday,False
07:35,4270.21,1874.9,865.76,1274.76,164.05,50.62,40.12,2025-01-09,Winter,Thursday,False
07:40,4311.55,1888.77,864.57,1310.8,164.1,51.02,32.29,2025-01-09,Winter,Thursday,False
07:45,4367.81,1921.67,861.98,1309.43,169.68,51.21,53.84,2025-01-09,Winter,Thursday,False
07:50,4419.5,1961.01,866.09,1327.16,166.49,51.09,47.66,2025-01-09,Winter,Thursday,False
07:55,4469.38,1989.56,873.01,1348.96,168.32,51.26,38.27,2025-01-09,Winter,Thursday,False
08:00,4472.37,1971.56,868.06,1353.21,176.83,51.48,51.23,2025-01-09,Winter,Thursday,False
08:05,4512.23,2009.09,866.01,1361.64,179.14,51.25,45.1,2025-01-09,Winter,Thursday,False
08:10,4532.64,1994.04,889.76,1377.72,180.94,51.25,38.93,2025-01-09,Winter,Thursday,False
08:15,4579.56,2028.19,892.71,1370.1,181.61,50.84,56.11,2025-01-09,Winter,Thursday,False
08:20,4621.13,2048.73,896.58,1392.13,188.13,51.28,44.28,2025-01-09,Winter,Thursday,False
08:25,4621.41,2023.32,915.18,1397.9,190.08,51.13,43.8,2025-01-09,Winter,Thursday,False
08:30,4629.73,2042.3,905.2,1399.27,195.01,50.81,37.14,2025-01-09,Winter,Thursday,False
08:35,4620.85,2059.2,878.51,1386.85,195.27,50.74,50.28,2025-01-09,Winter,Thursday,False
08:40,4663.61,2018.21,916.17,1437.89,197.69,50.55,43.1,2025-01-09,Winter,Thursday,False
08:45,4650.84,2066.37,895.2,1395.66,199.09,50.66,43.86,2025-01-09,Winter,Thursday,False
08:50,4671.78,2025.18,922.44,1430.76,200.56,50.65,42.19,2025-01-09,Winter,Thursday,False
08:55,4650.67,2060.28,907.61,1382.56,201.22,50.55,48.45,2025-01-09,Winter,Thursday,False
09:00,4676.21,2072.13,918.88,1389.92,203.51,50.0,41.77,2025-01-09,Winter,Thursday,False
09:05,4711.8,2086.41,905.54,1411.18,207.9,50.06,50.71,2025-01-09,Winter,Thursday,False
09:10,4770.1,2123.31,919.52,1416.59,209.91,50.52,50.25,2025-01-09,Winter,Thursday,False
09:15,4792.14,2079.68,936.11,1462.49,213.55,50.75,49.56,2025-01-09,Winter,Thursday,False
09:20,4902.63,2143.84,962.24,1489.25,213.77,50.28,43.25,2025-01-09,Winter,Thursday,False
09:25,4938.96,2140.01,965.13,1513.18,217.31,50.25,53.08,2025-01-09,Winter,Thursday,False
09:30,4973.21,2169.9,958.0,1531.55,215.48,49.87,48.41,2025-01-09,Winter,Thursday,False
09:35,4964.6,2127.36,962.93,1555.08,218.57,49.79,50.87,2025-01-09,Winter,Thursday,False
09:40,5022.71,2155.44,961.21,1587.83,217.97,49.66,50.6,2025-01-09,Winter,Thursday,False
09:45,5055.04,2171.29,976.69,1592.88,216.86,49.04,48.28,2025-01-09,Winter,Thursday,False
09:50,5081.43,2191.14,983.97,1584.75,222.81,49.65,49.11,2025-01-09,Winter,Thursday,False
09:55,5060.11,2166.14,984.39,1582.6,217.22,49.4,60.36,2025-01-09,Winter,Thursday,False
10:00,5052.51,2159.32,989.82,1584.13,223.3,49.06,46.88,2025-01-09,Winter,Thursday,False
10:05,5034.43,2142.86,977.76,1590.68,225.4,48.26,49.47,2025-01-09,Winter,Thursday,False
10:10,5037.87,2137.68,982.72,1603.66,221.02,47.73,45.06,2025-01-09,Winter,Thursday,False
10:15,5022.42,2138.6,972.04,1600.55,216.66,47.23,47.34,2025-01-09,Winter,Thursday,False
10:20,4999.72,2133.68,971.86,1586.78,211.83,46.82,48.75,2025-01-09,Winter,Thursday,False
10:25,4998.01,2113.16,975.65,1596.7,213.91,46.64,51.95,2025-01-09,Winter,Thursday,False
10:30,5016.53,2125.67,990.94,1585.7,217.52,46.5,50.2,2025-01-09,Winter,Thursday,False
10:35,4988.98,2108.75,973.07,1604.81,215.62,46.06,40.67,2025-01-09,Winter,Thursday,False
10:40,5009.69,2144.86,959.65,1598.68,212.43,45.47,48.6,2025-01-09,Winter,Thursday,False
10:45,5036.49,2123.09,987.87,1612.95,218.42,44.7,49.46,2025-01-09,Winter,Thursday,False
10:50,4998.94,2117.6,971.4,1595.59,216.44,45.02,52.89,2025-01-09,Winter,Thursday,False
10:55,4992.23,2105.42,989.61,1595.75,216.63,41.22,43.6,2025-01-09,Winter,Thursday,False
11:00,4972.97,2101.07,982.07,1580.82,220.24,44.09,44.68,2025-01-09,Winter,Thursday,False
11:05,4856.66,2058.71,939.38,1559.31,214.92,43.25,41.09,2025-01-09,Winter,Thursday,False
11:10,4919.89,2049.6,963.68,1597.31,217.26,43.15,48.89,2025-01-09,Winter,Thursday,False
11:15,4895.76,2042.76,968.32,1579.15,217.11,42.84,45.58,2025-01-09,Winter,Thursday,False
11:20,4904.11,2069.08,959.4,1572.36,215.95,42.3,45.02,2025-01-09,Winter,Thursday,False
11:25,4902.65,2047.36,988.72,1562.98,217.46,41.83,44.3,2025-01-09,Winter,Thursday,False
