TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
00:00,2832.350,1212.720,571.600,896.120,110.320,15.150
00:05,2801.450,1200.060,557.750,894.170,107.670,15.070
00:10,2789.120,1200.580,554.080,884.920,107.650,14.980
00:15,2781.580,1188.720,551.920,890.690,106.870,15.050
00:20,2764.050,1184.190,549.880,882.800,106.030,14.990
00:25,2734.420,1171.870,541.770,876.020,103.730,14.970
00:30,2738.860,1176.430,541.270,874.630,103.310,14.990
00:35,2709.210,1165.390,531.110,866.370,105.850,14.810
00:40,2689.250,1152.550,526.480,867.020,103.880,14.810
00:45,2686.030,1154.690,523.310,862.770,106.080,14.670
00:50,2676.350,1148.960,520.380,861.950,102.580,14.890
00:55,2663.500,1142.120,517.660,859.630,103.750,15.050
01:00,2642.080,1133.480,517.370,848.210,102.910,15.050
01:05,2629.040,1129.230,513.570,845.650,100.860,14.970
01:10,2615.430,1122.820,514.230,838.500,100.410,14.840
01:15,2601.980,1124.120,507.690,829.830,100.420,14.860
01:20,2573.450,1108.930,500.580,825.820,99.840,14.850
01:25,2575.630,1109.200,502.920,825.770,99.310,14.820
01:30,2568.650,1104.260,502.030,823.600,99.610,14.790
01:35,2553.990,1102.550,494.320,820.610,98.660,14.820
01:40,2546.530,1096.040,492.600,819.730,99.240,14.700
01:45,2535.230,1091.600,490.490,815.230,98.960,14.670
01:50,2526.650,1087.860,488.420,812.920,98.630,14.700
01:55,2532.320,1087.890,492.330,814.800,98.570,14.650
02:00,2525.920,1096.300,486.200,806.530,98.250,14.720
02:05,2519.710,1088.930,485.270,808.630,98.330,14.720
02:10,2499.790,1080.200,480.380,803.190,97.650,14.700
02:15,2501.100,1084.240,476.770,803.490,98.050,14.790
02:20,2490.540,1077.710,475.550,801.330,97.540,14.680
02:25,2481.820,1073.300,473.620,798.460,98.190,14.660
02:30,2474.590,1068.830,470.640,799.740,96.790,14.660
02:35,2465.710,1066.800,468.400,794.990,97.050,14.600
02:40,2462.740,1065.100,467.990,795.510,96.190,14.490
02:45,2439.140,1061.930,464.450,779.800,95.280,14.520
02:50,2443.250,1058.830,466.020,785.860,94.800,14.570
02:55,2438.820,1060.620,462.750,782.070,95.640,14.580
