TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other
00:00,3284.89,1381.97,717.79,1029.07,105.81,19.04,31.210000000000036
00:05,3270.53,1384.79,718.17,1009.7,107.91,18.91,31.050000000000637
00:10,3269.57,1393.95,712.96,1004.45,108.44,18.84,30.93000000000029
00:15,3240.94,1377.06,711.68,995.02,107.5,18.79,30.890000000000327
00:20,3226.77,1364.38,703.52,1001.47,107.52,18.74,31.140000000000327
00:25,3210.13,1361.27,705.67,984.54,108.88,18.77,31.0
00:30,3187.41,1344.96,693.62,994.75,105.29,18.52,30.269999999999982
00:35,3174.71,1344.11,695.98,980.99,105.98,18.59,29.059999999999945
00:40,3157.95,1331.07,690.1,985.39,104.42,18.52,28.449999999999818
00:45,3144.18,1334.72,691.59,965.76,102.6,18.37,31.140000000000327
00:50,3129.53,1324.01,688.64,964.22,103.93,18.32,30.41000000000031
00:55,3111.81,1317.52,685.58,955.54,105.26,18.26,29.649999999999636
01:00,3099.17,1305.45,678.29,964.56,106.54,17.69,26.639999999999873
01:05,3079.19,1304.48,680.11,942.81,104.2,18.35,29.240000000000236
01:10,3070.05,1301.89,677.02,944.52,99.66,17.86,29.09999999999991
01:15,3057.92,1295.92,672.93,938.47,102.28,18.32,30.0
01:20,3041.06,1277.19,665.12,949.75,101.76,18.34,28.899999999999636
01:25,3024.54,1279.22,665.63,930.94,101.68,18.38,28.690000000000055
01:30,3015.85,1261.46,657.23,951.09,99.69,17.86,28.519999999999527
01:35,3000.26,1270.1,662.76,919.31,100.91,18.3,28.88000000000011
01:40,2996.12,1257.36,656.05,936.26,100.29,17.73,28.429999999999836
01:45,2986.18,1260.33,654.92,913.95,110.44,18.12,28.420000000000073
01:50,2969.81,1244.45,649.39,929.55,99.97,18.15,28.299999999999727
01:55,2974.22,1236.6,646.63,944.44,100.18,18.08,28.289999999999964
02:00,2963.87,1240.71,647.7,929.04,100.32,17.95,28.15000000000009
02:05,2952.53,1243.23,650.25,911.04,100.29,17.92,29.800000000000182
02:10,2930.07,1225.77,640.96,916.69,99.75,17.92,28.980000000000018
02:15,2919.67,1229.03,645.84,899.64,99.87,17.44,27.850000000000364
02:20,2916.25,1225.82,643.28,899.68,98.9,17.84,30.730000000000018
02:25,2902.57,1209.13,634.51,913.93,98.35,17.8,28.84999999999991
02:30,2888.81,1214.2,639.42,891.94,98.41,17.7,27.140000000000327
02:35,2878.6,1210.49,636.76,888.37,97.85,17.84,27.289999999999964
02:40,2877.05,1207.01,635.3,891.76,97.77,17.83,27.380000000000564
02:45,2865.65,1200.46,635.53,886.79,97.88,17.24,27.750000000000455
02:50,2843.43,1193.49,630.84,876.4,98.03,17.68,26.98999999999978
02:55,2839.53,1190.56,629.39,875.41,98.91,17.68,27.580000000000837
03:00,2827.75,1188.47,624.57,872.39,97.88,17.49,26.950000000000273
03:05,2812.24,1184.82,620.27,865.55,97.37,17.53,26.699999999999818
03:10,2807.54,1182.61,619.98,863.24,97.5,17.57,26.639999999999873
03:15,2801.11,1180.18,618.73,859.53,98.5,17.54,26.63000000000011
03:20,2789.05,1176.35,617.35,853.73,98.33,17.05,26.240000000000236
03:25,2785.74,1163.26,610.89,871.45,97.77,17.48,24.889999999999418
03:30,2773.88,1166.55,613.92,852.27,97.73,17.05,26.360000000000127
03:35,2772.66,1167.15,614.9,849.83,97.51,17.42,25.849999999999454
03:40,2773.73,1166.02,613.42,853.3,97.67,17.6,25.720000000000255
03:45,2759.01,1147.76,603.73,864.34,96.95,16.97,29.260000000000673
03:50,2760.3,1157.44,608.88,853.32,96.76,17.01,26.889999999999418
03:55,2753.6,1159.81,609.6,844.67,96.51,17.1,25.909999999999854
04:00,2755.55,1161.19,603.94,851.69,95.08,17.49,26.16000000000031
04:05,2750.14,1150.13,596.42,863.51,96.69,17.18,26.20999999999958
04:10,2748.65,1160.67,601.43,847.04,95.92,17.22,26.370000000000346
04:15,2738.84,1146.9,592.15,859.3,96.14,17.71,26.639999999999873
04:20,2742.51,1165.29,601.24,842.79,95.36,17.25,20.580000000000382
04:25,2745.84,1152.92,594.91,857.46,96.4,17.36,26.789999999999964
04:30,2749.98,1165.29,597.77,846.23,96.58,17.38,26.730000000000018
04:35,2750.08,1167.12,599.62,842.94,96.32,17.86,26.2199999999998
04:40,2751.52,1163.69,598.35,849.13,96.44,17.53,26.379999999999654
04:45,2748.71,1153.6,593.8,863.43,95.64,17.54,24.700000000000273
04:50,2739.2,1164.67,598.59,835.42,96.34,18.16,26.019999999999527
04:55,2748.23,1166.21,602.81,840.84,95.66,17.78,24.929999999999836
05:00,2756.12,1172.2,605.06,838.26,96.5,17.91,26.190000000000055
05:05,2783.14,1170.07,604.84,866.24,96.98,18.84,26.170000000000073
05:10,2796.83,1185.07,611.94,856.6,97.81,18.51,26.899999999999636
05:15,2798.86,1178.13,608.63,869.86,96.45,19.28,26.509999999999764
05:20,2819.25,1196.98,616.45,859.5,98.84,19.38,28.099999999999454
05:25,2824.94,1191.61,615.98,874.75,96.76,19.16,26.679999999999836
