TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other,Date,Season,DayOfWeek,IsHoliday
00:00,2311.78,900.22,510.79,758.94,103.82,16.06,21.95,2018-03-14,Spring,Wednesday,False
00:05,2284.35,897.22,499.92,745.54,103.88,16.08,21.71,2018-03-14,Spring,Wednesday,False
00:10,2271.59,883.29,491.73,748.71,110.27,16.01,21.58,2018-03-14,Spring,Wednesday,False
00:15,2260.99,883.04,487.95,738.63,113.96,15.93,21.48,2018-03-14,Spring,Wednesday,False
00:20,2244.14,884.82,486.02,734.73,101.32,15.93,21.32,2018-03-14,Spring,Wednesday,False
00:25,2232.27,868.67,490.53,738.29,97.7,15.88,21.2,2018-03-14,Spring,Wednesday,False
00:30,2210.56,869.15,488.69,722.65,93.2,15.88,20.99,2018-03-14,Spring,Wednesday,False
00:35,2197.03,859.0,483.09,723.39,94.82,15.86,20.87,2018-03-14,Spring,Wednesday,False
00:40,2194.93,859.09,481.04,723.74,94.35,15.86,20.85,2018-03-14,Spring,Wednesday,False
00:45,2177.84,854.89,481.3,710.35,94.89,15.73,20.68,2018-03-14,Spring,Wednesday,False
00:50,2166.34,845.65,477.94,712.2,94.19,15.78,20.58,2018-03-14,Spring,Wednesday,False
00:55,2167.51,845.55,474.25,712.84,98.47,15.8,20.6,2018-03-14,Spring,Wednesday,False
01:00,2150.7,840.83,471.9,706.87,94.94,15.73,20.43,2018-03-14,Spring,Wednesday,False
01:05,2134.31,833.47,470.57,701.72,92.54,15.73,20.28,2018-03-14,Spring,Wednesday,False
01:10,2125.4,823.64,466.75,703.56,95.53,15.73,20.19,2018-03-14,Spring,Wednesday,False
01:15,2125.41,831.45,462.44,700.19,95.41,15.73,20.19,2018-03-14,Spring,Wednesday,False
01:20,2113.93,824.41,463.3,698.0,92.45,15.68,20.09,2018-03-14,Spring,Wednesday,False
01:25,2108.17,819.33,461.24,699.18,92.7,15.7,20.02,2018-03-14,Spring,Wednesday,False
01:30,2105.06,821.99,455.71,700.18,91.55,15.63,20.0,2018-03-14,Spring,Wednesday,False
01:35,2097.02,817.8,452.95,699.12,91.58,15.65,19.92,2018-03-14,Spring,Wednesday,False
01:40,2104.01,855.99,438.72,682.64,90.98,15.68,20.0,2018-03-14,Spring,Wednesday,False
01:45,2083.52,819.43,450.45,684.85,93.29,15.7,19.8,2018-03-14,Spring,Wednesday,False
01:50,2073.18,812.19,448.48,686.44,90.78,15.6,19.69,2018-03-14,Spring,Wednesday,False
01:55,2068.12,809.03,446.42,686.32,91.16,15.55,19.64,2018-03-14,Spring,Wednesday,False
02:00,2062.38,804.61,448.62,680.73,93.17,15.65,19.6,2018-03-14,Spring,Wednesday,False
02:05,2058.77,803.88,446.32,680.98,92.46,15.58,19.55,2018-03-14,Spring,Wednesday,False
02:10,2052.8,801.19,444.81,679.58,92.17,15.55,19.5,2018-03-14,Spring,Wednesday,False
02:15,2046.64,805.41,434.87,678.34,92.97,15.6,19.45,2018-03-14,Spring,Wednesday,False
02:20,2045.17,800.6,431.34,685.17,93.05,15.58,19.43,2018-03-14,Spring,Wednesday,False
02:25,2043.16,797.23,442.89,676.75,91.32,15.55,19.42,2018-03-14,Spring,Wednesday,False
02:30,2040.57,795.92,442.1,677.1,90.44,15.63,19.38,2018-03-14,Spring,Wednesday,False
02:35,2042.42,796.89,442.29,677.0,91.16,15.68,19.4,2018-03-14,Spring,Wednesday,False
02:40,2031.08,791.25,439.74,673.61,91.51,15.68,19.29,2018-03-14,Spring,Wednesday,False
02:45,2031.34,789.33,437.11,678.63,91.42,15.6,19.25,2018-03-14,Spring,Wednesday,False
02:50,2021.52,784.75,437.56,672.93,91.47,15.6,19.21,2018-03-14,Spring,Wednesday,False
02:55,2024.31,793.49,427.86,676.44,91.61,15.68,19.23,2018-03-14,Spring,Wednesday,False
