TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other
00:00,6390.65,2793.52,1492.87,1793.17,212.9,37.46,60.73000000000047
00:05,6351.69,2769.56,1489.97,1789.49,204.87,37.46,60.340000000000146
00:10,6329.54,2766.53,1469.87,1785.51,210.32,37.18,60.13000000000011
00:15,6326.0,2767.49,1463.69,1786.42,211.18,37.13,60.089999999999236
00:20,6319.11,2758.79,1468.76,1782.84,211.48,37.21,60.029999999999745
00:25,6301.33,2753.19,1455.71,1771.08,224.35,37.13,59.86999999999989
00:30,6290.93,2752.71,1455.83,1780.62,205.15,37.08,59.54000000000087
00:35,6273.3,2737.61,1462.81,1772.64,203.69,36.95,59.600000000000364
00:40,6245.65,2729.51,1445.37,1773.87,200.67,36.9,59.32999999999993
00:45,6249.24,2725.08,1459.1,1769.4,199.46,36.83,59.36999999999989
00:50,6227.06,2724.38,1443.77,1762.15,200.73,36.88,59.150000000001455
00:55,6219.56,2723.62,1438.11,1760.97,201.01,36.78,59.07000000000062
01:00,6195.66,2718.4,1433.03,1750.42,198.25,36.73,58.82999999999993
01:05,6169.65,2702.71,1432.63,1741.96,197.19,36.55,58.60999999999967
01:10,6160.27,2692.67,1431.97,1738.92,201.59,36.6,58.51999999999953
01:15,6146.13,2699.47,1422.62,1734.69,194.51,36.45,58.38999999999942
01:20,6133.18,2697.6,1417.88,1730.17,192.9,36.37,58.26000000000113
01:25,6114.82,2685.14,1414.58,1727.87,192.75,36.39,58.090000000000146
01:30,6097.12,2677.77,1409.99,1723.24,191.88,36.32,57.92000000000007
01:35,6063.8,2667.68,1403.0,1708.14,191.21,36.16,57.61000000000058
01:40,6041.72,2663.04,1396.33,1700.22,188.56,36.16,57.409999999999854
01:45,6016.45,2653.26,1390.5,1690.96,188.41,36.16,57.159999999999854
01:50,6003.01,2651.68,1386.13,1687.03,185.0,36.14,57.029999999999745
01:55,5945.52,2603.81,1380.55,1684.19,184.35,36.14,56.48000000000047
02:00,5958.84,2621.17,1381.78,1679.46,183.73,36.09,56.61000000000058
02:05,5927.96,2601.44,1371.95,1679.83,182.6,35.83,56.30999999999949
02:10,5901.13,2590.92,1365.75,1669.52,183.11,35.76,56.06999999999971
02:15,5896.13,2586.22,1361.65,1668.72,187.82,35.71,56.01000000000022
02:20,5883.41,2583.31,1362.85,1663.73,181.98,35.55,55.99000000000069
02:25,5864.34,2576.04,1358.78,1658.96,179.38,35.48,55.70000000000073
02:30,5849.14,2573.47,1354.21,1652.05,178.41,35.43,55.57000000000062
02:35,5833.04,2565.73,1349.8,1647.28,179.51,35.3,55.42000000000007
02:40,5812.42,2558.12,1344.53,1639.44,179.78,35.32,55.23000000000047
02:45,5791.21,2550.23,1339.08,1633.79,177.8,35.3,55.00999999999931
02:50,5785.31,2549.11,1335.97,1633.62,176.55,35.1,54.960000000000036
02:55,5761.32,2533.78,1331.58,1626.17,180.02,35.02,54.74999999999818
03:00,5738.41,2527.75,1319.83,1622.22,179.1,34.99,54.51999999999953
03:05,5696.06,2516.87,1308.02,1605.68,176.26,35.12,54.11000000000058
03:10,5670.89,2506.37,1305.53,1594.11,176.09,34.92,53.8700000000008
03:15,5661.51,2493.29,1309.38,1594.78,175.29,34.99,53.780000000000655
03:20,5623.84,2481.07,1291.74,1582.63,180.08,34.89,53.42999999999938
03:25,5595.89,2469.34,1282.97,1580.96,174.46,34.99,53.17000000000007
03:30,5588.94,2467.96,1287.87,1569.96,175.06,34.99,53.099999999999454
03:35,5561.78,2460.36,1280.02,1562.39,171.18,34.99,52.839999999999236
03:40,5542.69,2450.04,1275.07,1557.53,172.39,34.99,52.67000000000007
03:45,5525.4,2440.1,1270.07,1555.71,172.15,34.89,52.47999999999956
03:50,5494.73,2428.99,1265.17,1545.04,168.39,34.94,52.19999999999982
03:55,5487.97,2425.95,1264.55,1540.62,169.79,34.92,52.14000000000033
04:00,5490.22,2423.39,1266.75,1541.5,171.48,34.94,52.16000000000167
04:05,5462.6,2413.71,1255.38,1536.09,170.58,34.94,51.900000000000546
04:10,5439.32,2405.26,1252.21,1526.17,168.92,35.07,51.6899999999996
04:15,5411.46,2388.97,1244.39,1518.84,168.65,34.87,55.74000000000069
04:20,5382.7,2385.37,1234.59,1510.61,166.08,34.92,51.13000000000011
04:25,5360.14,2368.61,1223.7,1498.75,183.22,34.94,50.92000000000007
04:30,5342.62,2363.08,1224.3,1502.85,166.74,34.89,50.76000000000022
04:35,5322.96,2352.05,1220.7,1496.77,167.83,35.04,50.56999999999971
04:40,5299.87,2339.85,1216.84,1491.08,166.92,34.84,50.340000000000146
04:45,5259.05,2321.37,1210.2,1472.11,170.54,34.87,49.960000000000946
04:50,5231.98,2306.92,1204.02,1473.08,163.62,34.74,49.599999999999454
04:55,5205.57,2301.53,1197.86,1467.53,154.53,34.66,49.460000000000036
05:00,5181.38,2286.55,1195.38,1458.72,156.74,34.76,49.22999999999956
05:05,5130.03,2264.31,1187.2,1441.87,153.27,34.64,48.73999999999887
05:10,5099.0,2249.47,1179.63,1432.29,154.53,34.64,48.44000000000051
05:15,5044.78,2228.52,1166.63,1417.46,149.96,34.51,47.69999999999891
05:20,4986.81,2204.85,1155.72,1397.88,146.79,34.43,47.14000000000033
05:25,4964.55,2188.28,1156.52,1391.52,146.76,34.31,47.159999999999854
05:30,4934.14,2175.79,1142.47,1377.85,157.36,33.8,46.86999999999989
05:35,4862.93,2144.66,1134.77,1359.39,144.51,33.39,46.210000000000036
05:40,4816.44,2103.98,1136.84,1356.01,140.42,33.44,45.75
05:45,4772.39,2079.87,1134.88,1334.99,143.95,33.36,45.340000000001055
05:50,4735.51,2070.07,1122.92,1325.11,139.01,33.41,44.98999999999978
05:55,4700.73,2069.8,1107.9,1302.68,142.1,33.59,44.659999999998945
06:00,4695.58,2066.69,1104.14,1304.27,142.28,33.59,44.60999999999967
06:05,4678.72,2043.27,1125.36,1290.33,141.62,33.69,44.45000000000073
06:10,4650.2,2027.13,1110.86,1292.71,141.25,34.08,44.17000000000007
06:15,4663.38,2033.08,1107.27,1296.6,148.04,34.08,44.3100000000004
06:20,4671.62,2035.86,1114.72,1295.26,147.41,34.0,44.36999999999989
06:25,4673.81,2035.99,1113.72,1298.21,147.53,33.95,44.410000000000764
06:30,4620.47,2032.09,1095.56,1271.71,144.37,34.08,42.660000000000764
06:35,4607.87,1999.37,1084.62,1276.75,169.07,34.28,43.780000000000655
06:40,4564.43,1973.75,1112.51,1252.07,148.68,34.05,43.36999999999989
06:45,4575.84,2010.29,1043.81,1295.1,148.92,34.25,43.470000000000255
06:50,4555.14,1993.95,1051.84,1275.75,155.9,34.43,43.27000000000044
06:55,4568.42,2040.68,1032.82,1260.25,156.63,34.64,43.399999999999636
07:00,4556.22,1980.43,1061.93,1281.35,154.31,34.92,43.279999999999745
07:05,4531.89,1970.25,1059.76,1264.84,158.97,35.02,43.04999999999927
07:10,4519.98,1965.5,1034.15,1276.07,166.14,35.17,42.94999999999891
07:15,4535.47,1980.39,1033.01,1277.43,166.18,35.38,43.07999999999993
07:20,4515.33,1967.98,1031.12,1270.0,167.73,35.6,42.899999999999636
07:25,4516.4,1971.2,1041.62,1253.98,170.87,35.83,42.900000000000546
07:30,4524.16,1978.67,1028.04,1262.36,176.17,35.94,42.98000000000047
07:35,4488.71,1951.03,1022.87,1259.95,175.66,36.55,42.649999999999636
07:40,4473.86,1949.95,1006.33,1237.97,200.57,36.55,42.48999999999978
07:45,4496.15,1947.18,1034.08,1242.93,192.24,37.01,42.70999999999913
07:50,4445.62,1948.39,1009.07,1215.09,193.58,37.26,42.22999999999956
07:55,4417.72,1926.44,999.29,1239.5,173.03,37.49,41.970000000001164
08:00,4470.83,1942.5,1004.7,1228.89,214.32,37.95,42.470000000000255
08:05,4435.24,1938.44,987.31,1236.02,193.06,38.28,42.1299999999992
08:10,4490.08,1960.39,1006.12,1246.14,195.69,39.09,42.649999999999636
08:15,4498.12,1958.0,1018.39,1243.83,195.72,39.45,42.73000000000047
08:20,4509.94,1978.75,1001.04,1244.93,202.34,40.04,42.839999999999236
08:25,4495.84,1981.26,980.75,1239.17,211.56,40.39,42.70999999999913
08:30,4538.87,1985.25,1014.47,1229.16,226.32,40.54,43.13000000000011
08:35,4518.22,1957.55,994.58,1248.25,234.27,40.65,42.92000000000007
08:40,4537.81,1978.17,980.62,1248.12,247.09,41.16,42.650000000000546
08:45,4521.69,1966.98,1005.85,1216.3,248.72,41.44,42.399999999999636
08:50,4591.14,2039.14,962.41,1243.82,260.24,41.92,43.61000000000058
08:55,4605.79,1983.7,1010.55,1246.37,278.8,42.61,43.76000000000022
09:00,4619.14,1985.94,995.09,1281.41,270.03,42.79,43.88000000000011
09:05,4681.35,2025.96,1009.94,1281.47,276.54,43.02,44.42000000000007
09:10,4722.12,2041.36,1013.99,1287.06,291.68,43.17,44.85999999999967
09:15,4732.5,2035.61,992.63,1321.89,293.74,43.68,44.94999999999982
09:20,4836.8,2064.88,1027.69,1345.37,308.54,44.36,45.960000000000036
09:25,4892.64,2086.54,1025.22,1374.52,315.22,44.67,46.469999999999345
09:30,4926.96,2106.75,1018.58,1396.29,313.5,45.03,46.8100000000004
09:35,4994.03,2137.35,1030.91,1412.64,320.62,45.08,47.42999999999938
09:40,5005.84,2114.7,1047.89,1427.22,323.15,45.33,47.55000000000018
09:45,5041.77,2164.73,993.09,1467.55,322.82,45.69,47.89000000000124
09:50,5056.68,2171.64,1018.75,1458.47,313.82,45.97,48.030000000000655
09:55,5120.58,2176.67,1038.89,1462.62,347.91,45.84,48.649999999999636
10:00,5193.37,2197.85,1061.06,1492.52,346.48,46.12,49.340000000000146
10:05,5187.97,2204.86,1056.87,1486.78,351.57,38.01,49.88000000000011
10:10,5214.45,2251.65,1041.02,1478.63,355.54,38.07,49.539999999999964
10:15,5285.14,2312.22,1039.4,1483.39,361.84,38.09,50.19999999999982
10:20,5298.38,2273.28,1068.97,1511.57,356.84,37.38,50.340000000000146
10:25,5283.66,2267.52,1060.95,1521.13,346.35,37.51,50.19999999999891
10:30,5366.96,2321.62,1077.13,1520.28,359.28,37.66,50.99000000000069
10:35,5370.17,2327.9,1049.71,1537.13,366.7,37.71,51.02000000000044
10:40,5397.14,2299.01,1084.95,1560.26,363.64,38.02,51.25999999999931
10:45,5412.91,2310.13,1098.78,1550.51,364.89,37.18,51.41999999999916
10:50,5337.34,2235.96,1104.57,1551.31,357.24,37.56,50.69999999999982
10:55,5443.17,2304.01,1093.3,1552.53,403.91,37.7,51.720000000000255
11:00,5481.03,2336.94,1112.98,1562.6,377.8,38.64,52.0699999999988
11:05,5497.47,2309.4,1162.19,1572.14,362.92,38.59,52.22999999999956
11:10,5537.68,2312.62,1171.29,1593.65,368.74,38.78,52.60000000000127
11:15,5525.7,2333.07,1148.93,1581.21,371.29,38.71,52.48999999999978
11:20,5560.12,2314.69,1169.65,1608.35,375.98,38.63,52.81999999999971
11:25,5622.5,2374.18,1164.78,1622.56,368.83,38.73,53.42000000000007
11:30,5611.05,2372.43,1161.6,1608.96,376.17,38.59,53.30000000000018
11:35,5620.8,2335.45,1183.07,1629.21,381.0,38.68,53.39000000000033
11:40,5641.65,2339.22,1198.84,1627.86,383.23,38.9,53.600000000000364
11:45,5653.07,2359.8,1187.99,1624.06,388.49,39.03,53.69999999999982
11:50,5643.36,2348.91,1204.04,1609.98,388.19,38.63,53.60999999999967
11:55,5693.87,2404.17,1179.3,1637.51,380.29,38.5,54.099999999999454
12:00,5701.22,2377.92,1177.55,1646.84,406.02,38.72,54.17000000000007
12:05,5725.67,2408.06,1184.92,1649.92,390.36,38.01,54.400000000000546
12:10,5738.99,2409.03,1214.06,1630.05,393.25,38.07,54.529999999999745
12:15,5700.7,2411.8,1197.29,1609.17,389.49,38.81,54.13999999999942
12:20,5741.21,2425.83,1208.72,1617.76,395.75,38.6,54.54999999999927
12:25,5786.14,2425.24,1222.88,1649.39,394.83,38.83,54.970000000000255
12:30,5833.92,2455.69,1226.0,1667.45,390.52,38.85,55.409999999999854
12:35,5789.82,2419.38,1237.98,1647.01,391.06,39.4,54.98999999999978
12:40,5857.68,2420.15,1251.85,1696.3,394.42,39.32,55.64000000000033
12:45,5850.09,2452.79,1226.15,1676.76,399.29,39.53,55.57000000000062
12:50,5870.1,2454.71,1248.12,1679.28,392.78,39.45,55.76000000000113
12:55,5852.07,2472.28,1230.55,1657.21,396.76,39.68,55.589999999999236
13:00,5896.61,2511.53,1240.14,1635.85,413.09,39.98,56.01999999999953
13:05,5768.1,2394.51,1251.48,1613.04,414.27,40.02,54.779999999998836
13:10,5773.26,2428.69,1260.07,1590.66,399.11,39.88,54.850000000000364
13:15,5802.41,2469.66,1252.95,1589.06,395.43,40.19,55.11999999999989
13:20,5832.43,2489.66,1252.08,1597.66,397.63,39.99,55.410000000000764
13:25,5841.82,2515.25,1255.27,1576.15,400.08,39.68,55.38999999999942
13:30,5862.57,2491.79,1279.8,1590.48,405.19,39.61,55.70000000000073
13:35,5892.42,2506.94,1258.82,1628.31,402.81,39.57,55.970000000000255
13:40,5972.38,2539.75,1273.07,1662.4,400.71,39.72,56.73000000000047
13:45,6081.0,2566.1,1316.02,1705.2,396.2,39.71,57.77000000000044
13:50,6065.17,2586.18,1267.58,1694.1,419.66,40.02,57.63000000000011
13:55,6091.99,2601.27,1275.0,1714.85,402.88,40.11,57.88000000000011
14:00,6202.4,2635.0,1327.14,1733.21,408.0,40.13,58.91999999999916
