TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other,Date,Season,DayOfWeek,IsHoliday
00:00,6031.48,2721.41,1353.4,1703.27,168.36,27.77,57.27,2018-07-13,Summer,Friday,False
00:05,5988.46,2700.04,1344.7,1690.98,168.13,27.72,56.89,2018-07-13,Summer,Friday,False
00:10,5959.96,2687.16,1338.31,1679.41,170.77,27.69,56.62,2018-07-13,Summer,Friday,False
00:15,5914.1,2663.63,1328.79,1668.16,169.69,27.64,56.19,2018-07-13,Summer,Friday,False
00:20,5884.29,2654.17,1323.27,1654.18,169.13,27.64,55.9,2018-07-13,Summer,Friday,False
00:25,5848.73,2641.84,1314.53,1642.85,166.36,27.59,55.56,2018-07-13,Summer,Friday,False
00:30,5822.28,2631.91,1303.72,1638.65,165.13,27.54,55.33,2018-07-13,Summer,Friday,False
00:35,5809.46,2619.15,1302.22,1639.44,165.89,27.52,55.24,2018-07-13,Summer,Friday,False
00:40,5780.2,2603.0,1299.73,1629.72,165.32,27.52,54.91,2018-07-13,Summer,Friday,False
00:45,5754.47,2592.07,1294.8,1620.52,164.92,27.49,54.67,2018-07-13,Summer,Friday,False
00:50,5734.66,2578.81,1290.27,1620.23,163.38,27.39,54.58,2018-07-13,Summer,Friday,False
00:55,5708.66,2564.59,1286.43,1612.63,163.36,27.41,54.24,2018-07-13,Summer,Friday,False
01:00,5685.45,2555.8,1281.61,1604.16,162.48,27.39,54.01,2018-07-13,Summer,Friday,False
01:05,5660.77,2543.31,1278.3,1595.63,162.39,27.36,53.78,2018-07-13,Summer,Friday,False
01:10,5624.95,2527.89,1268.17,1586.7,161.39,27.36,53.44,2018-07-13,Summer,Friday,False
01:15,5610.64,2522.73,1265.81,1580.11,161.34,27.34,53.31,2018-07-13,Summer,Friday,False
01:20,5585.81,2515.28,1262.56,1566.5,161.25,27.16,53.06,2018-07-13,Summer,Friday,False
01:25,5561.0,2497.18,1255.32,1566.24,162.12,27.31,52.83,2018-07-13,Summer,Friday,False
01:30,5525.7,2477.11,1249.96,1558.42,160.48,27.24,52.49,2018-07-13,Summer,Friday,False
01:35,5506.68,2463.87,1243.07,1559.5,160.67,27.26,52.31,2018-07-13,Summer,Friday,False
01:40,5484.55,2459.53,1239.23,1547.32,159.15,27.21,52.11,2018-07-13,Summer,Friday,False
01:45,5459.88,2447.18,1236.4,1537.24,160.04,27.16,51.86,2018-07-13,Summer,Friday,False
01:50,5434.29,2438.45,1224.06,1532.02,161.03,27.11,51.62,2018-07-13,Summer,Friday,False
01:55,5417.62,2433.96,1222.05,1526.45,156.64,27.06,51.46,2018-07-13,Summer,Friday,False
02:00,5389.63,2419.52,1214.78,1521.49,155.65,27.01,51.18,2018-07-13,Summer,Friday,False
02:05,5352.97,2401.02,1206.23,1513.74,154.23,26.9,50.85,2018-07-13,Summer,Friday,False
02:10,5343.2,2398.9,1201.0,1512.08,153.58,26.88,50.76,2018-07-13,Summer,Friday,False
02:15,5319.27,2385.08,1202.58,1500.39,153.86,26.83,50.53,2018-07-13,Summer,Friday,False
02:20,5303.35,2380.31,1198.19,1495.1,152.48,26.88,50.39,2018-07-13,Summer,Friday,False
02:25,5277.38,2367.2,1190.21,1490.17,152.87,26.8,50.13,2018-07-13,Summer,Friday,False
02:30,5261.45,2357.89,1188.17,1485.8,152.8,26.8,49.99,2018-07-13,Summer,Friday,False
02:35,5229.81,2344.69,1178.21,1478.57,151.87,26.78,49.69,2018-07-13,Summer,Friday,False
02:40,5219.43,2343.76,1175.62,1471.7,152.03,26.73,49.59,2018-07-13,Summer,Friday,False
02:45,5188.51,2323.6,1171.71,1463.64,153.51,26.75,49.3,2018-07-13,Summer,Friday,False
02:50,5184.62,2326.31,1165.82,1467.82,148.93,26.7,49.04,2018-07-13,Summer,Friday,False
02:55,5136.58,2301.03,1161.37,1450.1,148.55,26.73,48.8,2018-07-13,Summer,Friday,False
03:00,5112.04,2288.72,1156.33,1443.67,148.12,26.62,48.58,2018-07-13,Summer,Friday,False
03:05,5095.69,2281.99,1151.36,1438.52,148.81,26.6,48.41,2018-07-13,Summer,Friday,False
03:10,5061.63,2260.55,1145.53,1432.43,148.33,26.7,48.09,2018-07-13,Summer,Friday,False
03:15,5055.5,2263.77,1142.88,1425.98,148.36,26.5,48.01,2018-07-13,Summer,Friday,False
03:20,5040.98,2264.6,1140.87,1415.06,145.97,26.6,47.88,2018-07-13,Summer,Friday,False
03:25,5028.7,2254.94,1134.77,1419.22,145.59,26.5,47.68,2018-07-13,Summer,Friday,False
03:30,5009.31,2244.05,1128.29,1417.26,145.65,26.47,47.59,2018-07-13,Summer,Friday,False
03:35,4985.68,2232.63,1128.73,1402.34,148.23,26.39,47.36,2018-07-13,Summer,Friday,False
03:40,4975.81,2225.68,1124.88,1403.21,148.3,26.47,47.27,2018-07-13,Summer,Friday,False
03:45,4950.96,2211.02,1116.41,1403.27,146.8,26.42,47.04,2018-07-13,Summer,Friday,False
03:50,4933.05,2209.26,1114.26,1391.01,145.27,26.39,46.86,2018-07-13,Summer,Friday,False
03:55,4913.19,2197.75,1109.98,1386.84,145.55,26.39,46.68,2018-07-13,Summer,Friday,False
04:00,4895.09,2193.37,1107.51,1378.91,142.43,26.37,46.5,2018-07-13,Summer,Friday,False
04:05,4869.06,2180.29,1103.34,1369.72,143.09,26.37,46.25,2018-07-13,Summer,Friday,False
04:10,4837.29,2165.58,1094.42,1364.84,140.1,26.39,45.96,2018-07-13,Summer,Friday,False
04:15,4813.46,2148.64,1094.21,1356.2,142.22,26.45,45.74,2018-07-13,Summer,Friday,False
04:20,4790.6,2143.15,1085.31,1347.02,143.07,26.55,45.5,2018-07-13,Summer,Friday,False
04:25,4768.84,2130.24,1080.87,1343.76,142.07,26.6,45.3,2018-07-13,Summer,Friday,False
04:30,4750.24,2120.18,1079.31,1336.7,142.43,26.5,45.12,2018-07-13,Summer,Friday,False
04:35,4726.63,2103.08,1075.37,1333.44,143.24,26.6,44.9,2018-07-13,Summer,Friday,False
04:40,4723.05,2104.74,1072.22,1332.58,141.92,26.73,44.86,2018-07-13,Summer,Friday,False
04:45,4693.11,2094.81,1068.99,1317.95,140.13,26.65,44.58,2018-07-13,Summer,Friday,False
04:50,4673.16,2088.98,1059.51,1312.43,141.1,26.7,44.44,2018-07-13,Summer,Friday,False
04:55,4637.18,2065.67,1055.77,1305.03,140.05,26.6,44.06,2018-07-13,Summer,Friday,False
05:00,4618.05,2052.23,1052.22,1302.53,140.42,26.78,43.87,2018-07-13,Summer,Friday,False
05:05,4577.74,2008.79,1074.68,1284.44,139.64,26.7,43.49,2018-07-13,Summer,Friday,False
05:10,4566.92,2006.04,1072.26,1278.94,139.66,26.65,43.37,2018-07-13,Summer,Friday,False
05:15,4533.37,1987.65,1066.68,1269.98,139.19,26.68,43.19,2018-07-13,Summer,Friday,False
05:20,4511.64,1984.41,1055.8,1262.56,139.39,26.62,42.86,2018-07-13,Summer,Friday,False
05:25,4478.25,1964.07,1049.03,1256.27,139.56,26.78,42.54,2018-07-13,Summer,Friday,False
05:30,4470.96,1949.11,1071.63,1243.75,137.06,26.93,42.48,2018-07-13,Summer,Friday,False
05:35,4439.54,1923.44,1066.28,1242.35,138.3,27.01,42.16,2018-07-13,Summer,Friday,False
05:40,4431.12,1919.69,1072.9,1230.86,138.45,27.13,42.09,2018-07-13,Summer,Friday,False
05:45,4408.08,1903.29,1066.11,1226.74,142.72,27.34,41.88,2018-07-13,Summer,Friday,False
05:50,4385.25,1896.48,1064.59,1215.94,139.44,27.13,41.67,2018-07-13,Summer,Friday,False
05:55,4373.28,1881.6,1063.25,1221.4,138.23,27.26,41.54,2018-07-13,Summer,Friday,False
06:00,4359.54,1881.03,1059.27,1210.95,139.46,27.41,41.42,2018-07-13,Summer,Friday,False
06:05,4335.42,1877.25,1051.23,1200.44,138.05,27.26,41.19,2018-07-13,Summer,Friday,False
06:10,4164.01,1779.34,1015.32,1162.78,139.79,27.24,39.54,2018-07-13,Summer,Friday,False
06:15,4169.11,1770.23,1021.97,1170.63,139.34,27.34,39.6,2018-07-13,Summer,Friday,False
