TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other,Date,Season,DayOfWeek,IsHoliday
00:00,6429.65,2894.24,1491.81,1771.55,182.76,28.2,61.09,2018-07-10,Summer,Tuesday,False
00:05,6365.52,2866.1,1479.9,1750.12,180.77,28.15,60.48,2018-07-10,Summer,Tuesday,False
00:10,6320.57,2842.23,1475.57,1733.77,180.86,28.1,60.04,2018-07-10,Summer,Tuesday,False
00:15,6321.01,2831.29,1474.24,1743.85,183.45,28.08,60.1,2018-07-10,Summer,Tuesday,False
00:20,6300.2,2835.09,1465.67,1729.19,182.45,27.95,59.85,2018-07-10,Summer,Tuesday,False
00:25,6270.55,2818.16,1466.34,1721.61,176.85,28.02,59.57,2018-07-10,Summer,Tuesday,False
00:30,6242.59,2807.11,1456.31,1712.35,179.62,27.9,59.3,2018-07-10,Summer,Tuesday,False
00:35,6209.15,2789.83,1446.02,1708.93,177.53,27.85,58.99,2018-07-10,Summer,Tuesday,False
00:40,6178.55,2782.09,1441.46,1689.62,178.83,27.85,58.7,2018-07-10,Summer,Tuesday,False
00:45,6162.05,2773.38,1435.93,1690.3,176.14,27.77,58.53,2018-07-10,Summer,Tuesday,False
00:50,6110.53,2736.57,1428.14,1682.32,177.62,27.82,58.06,2018-07-10,Summer,Tuesday,False
00:55,6071.15,2724.18,1415.35,1674.64,171.54,27.77,57.67,2018-07-10,Summer,Tuesday,False
01:00,6064.89,2728.47,1415.27,1666.38,169.56,27.59,57.62,2018-07-10,Summer,Tuesday,False
01:05,6047.03,2726.91,1411.97,1653.35,169.86,27.49,57.45,2018-07-10,Summer,Tuesday,False
01:10,6041.61,2721.06,1418.96,1645.17,171.49,27.54,57.39,2018-07-10,Summer,Tuesday,False
01:15,5991.39,2691.74,1404.12,1639.75,171.23,27.64,56.91,2018-07-10,Summer,Tuesday,False
01:20,5986.7,2695.45,1404.21,1633.3,169.29,27.57,56.88,2018-07-10,Summer,Tuesday,False
01:25,5967.02,2685.16,1400.8,1627.64,169.36,27.36,56.7,2018-07-10,Summer,Tuesday,False
01:30,5945.59,2670.93,1394.31,1630.14,166.25,27.49,56.47,2018-07-10,Summer,Tuesday,False
01:35,5927.95,2664.38,1388.49,1625.58,165.72,27.46,56.32,2018-07-10,Summer,Tuesday,False
01:40,5908.64,2653.4,1381.57,1625.39,164.67,27.46,56.15,2018-07-10,Summer,Tuesday,False
01:45,5891.12,2650.48,1377.01,1616.29,163.92,27.39,56.03,2018-07-10,Summer,Tuesday,False
01:50,5868.43,2639.85,1373.7,1607.73,164.0,27.39,55.76,2018-07-10,Summer,Tuesday,False
01:55,5853.45,2637.19,1365.49,1609.03,161.32,27.31,53.11,2018-07-10,Summer,Tuesday,False
02:00,5825.0,2624.94,1356.28,1599.96,161.22,27.26,55.34,2018-07-10,Summer,Tuesday,False
02:05,5808.41,2617.44,1354.13,1593.07,161.28,27.31,55.18,2018-07-10,Summer,Tuesday,False
02:10,5798.61,2614.71,1349.68,1590.23,161.69,27.21,55.09,2018-07-10,Summer,Tuesday,False
02:15,5767.14,2599.09,1347.13,1578.27,160.62,27.24,54.79,2018-07-10,Summer,Tuesday,False
02:20,5758.95,2597.67,1346.39,1571.05,161.92,27.21,54.71,2018-07-10,Summer,Tuesday,False
02:25,5731.07,2585.92,1338.74,1562.23,162.53,27.21,54.44,2018-07-10,Summer,Tuesday,False
02:30,5708.55,2572.3,1335.51,1558.26,161.06,27.18,54.24,2018-07-10,Summer,Tuesday,False
02:35,5669.04,2552.56,1323.15,1552.85,159.38,27.24,53.86,2018-07-10,Summer,Tuesday,False
02:40,5650.06,2550.14,1316.88,1542.15,160.09,27.13,53.67,2018-07-10,Summer,Tuesday,False
02:45,5630.38,2538.67,1309.61,1541.34,160.15,27.13,53.48,2018-07-10,Summer,Tuesday,False
02:50,5624.97,2538.85,1310.84,1533.92,160.78,27.13,53.45,2018-07-10,Summer,Tuesday,False
02:55,5596.93,2528.56,1301.09,1527.68,159.32,27.11,53.17,2018-07-10,Summer,Tuesday,False
03:00,5586.46,2531.74,1297.2,1517.68,159.72,27.06,53.06,2018-07-10,Summer,Tuesday,False
03:05,5554.64,2515.05,1293.94,1509.34,156.53,27.01,52.77,2018-07-10,Summer,Tuesday,False
03:10,5534.72,2507.07,1289.07,1502.49,156.46,27.06,52.57,2018-07-10,Summer,Tuesday,False
03:15,5510.83,2491.25,1281.52,1501.34,157.47,26.9,52.35,2018-07-10,Summer,Tuesday,False
03:20,5481.93,2478.58,1275.47,1494.73,154.17,26.9,52.08,2018-07-10,Summer,Tuesday,False
