TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
00:00,2335.870,925.680,541.980,764.410,66.460,15.150
00:05,2325.040,929.650,539.470,753.650,65.070,15.100
00:10,2304.880,927.680,523.910,749.530,66.830,15.030
00:15,2298.620,923.800,525.980,747.650,64.320,15.030
00:20,2296.950,923.760,531.970,743.690,60.710,15.000
00:25,2255.140,902.310,510.060,742.330,64.010,15.000
00:30,2272.040,909.150,530.880,732.250,63.230,14.950
00:35,2265.750,913.770,510.330,741.980,63.220,14.920
00:40,2237.070,893.100,507.190,739.960,60.740,14.820
00:45,2226.310,893.020,505.690,730.760,60.900,14.800
00:50,2220.630,885.620,502.490,735.590,61.030,14.800
00:55,2209.440,883.690,498.890,731.690,59.220,14.950
01:00,2185.080,872.950,494.980,723.600,57.970,14.820
01:05,2166.620,866.500,489.540,717.650,57.510,14.850
01:10,2165.880,865.530,489.900,717.610,57.490,14.770
01:15,2146.750,858.330,485.170,710.870,57.370,14.770
01:20,2136.600,852.940,483.000,708.630,57.020,14.720
01:25,2133.480,851.840,478.840,710.750,57.060,14.720
01:30,2131.030,849.890,477.760,710.220,58.110,14.800
01:35,2117.100,842.940,474.170,707.330,57.780,14.770
01:40,2117.940,844.540,473.370,708.840,56.380,14.700
01:45,2105.770,840.300,471.620,701.830,57.190,14.820
01:50,2108.750,841.360,471.880,703.750,56.850,14.850
01:55,2098.190,838.540,468.110,701.270,55.560,14.770
02:00,2084.260,829.510,466.990,697.520,55.650,14.800
02:05,2082.020,834.880,464.650,692.500,55.410,14.800
02:10,2066.020,826.080,461.310,689.190,54.930,14.870
02:15,2064.660,825.830,459.360,690.900,54.210,14.750
02:20,2059.770,825.970,457.640,688.410,53.410,14.770
02:25,2058.350,824.960,453.920,690.160,54.960,14.800
02:30,2055.310,824.300,455.330,686.760,54.660,14.750
02:35,2060.850,828.240,453.020,689.600,55.690,14.720
02:40,2044.940,820.950,452.520,682.740,54.550,14.750
02:45,2042.200,819.020,451.260,681.400,56.390,14.750
02:50,2037.430,819.720,451.020,678.710,53.730,14.900
02:55,2041.570,820.890,449.800,679.360,57.230,14.850
03:00,2032.450,818.560,448.110,676.510,55.150,14.820
03:05,2032.450,820.200,444.610,678.560,55.370,14.850
03:10,2025.940,818.940,447.060,668.840,56.970,14.870
03:15,2020.880,815.960,443.910,672.730,54.290,14.800
03:20,2026.370,819.700,445.880,671.410,55.300,14.820
03:25,2036.230,823.700,446.960,675.080,56.310,14.800
