TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
00:00,6072.950,2621.130,1459.410,1733.050,172.560,32.920
00:05,6044.530,2602.210,1449.410,1722.600,168.540,32.790
00:10,6022.250,2595.820,1439.600,1723.290,169.870,32.590
00:15,5980.490,2579.880,1436.810,1707.670,168.620,32.510
00:20,5956.720,2569.720,1432.600,1698.030,167.080,32.450
00:25,5923.450,2557.420,1419.290,1692.190,165.160,32.250
00:30,5918.460,2545.130,1423.910,1697.930,163.060,32.230
00:35,5873.230,2535.780,1406.140,1679.100,164.050,32.230
00:40,5844.400,2521.650,1400.890,1673.680,160.710,31.950
00:45,5794.770,2490.400,1388.250,1669.090,159.880,32.020
00:50,5771.530,2489.480,1376.940,1658.930,160.590,31.960
00:55,5743.110,2471.610,1375.470,1649.760,160.370,31.870
01:00,5715.550,2457.010,1368.540,1644.030,159.220,32.060
01:05,5686.970,2451.690,1361.500,1629.200,159.690,31.870
01:10,5660.640,2443.680,1353.180,1618.850,159.330,31.830
01:15,5641.690,2433.440,1349.050,1615.930,159.210,31.610
01:20,5609.380,2421.390,1340.880,1604.260,157.950,31.570
01:25,5570.010,2403.180,1334.780,1591.130,156.140,31.650
01:30,5549.360,2386.170,1335.330,1587.400,156.340,31.490
01:35,5504.070,2371.730,1317.370,1578.020,153.520,31.180
01:40,5466.210,2365.110,1297.570,1567.900,153.690,31.080
01:45,5443.290,2352.190,1292.480,1564.720,151.870,30.940
01:50,5433.520,2349.250,1287.420,1561.030,153.070,30.820
01:55,5413.280,2333.680,1283.270,1560.020,154.050,30.830
02:00,5397.380,2331.100,1279.720,1553.170,151.350,30.950
02:05,5372.940,2317.600,1276.780,1545.140,151.650,30.750
02:10,5344.180,2309.210,1267.300,1534.930,151.140,30.720
02:15,5309.340,2293.410,1251.790,1533.720,150.320,30.720
02:20,5305.670,2290.880,1252.910,1528.090,151.340,30.730
02:25,5298.440,2287.040,1255.010,1525.440,149.820,30.750
