TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
00:00,4299.320,1829.960,934.720,1314.070,155.490,24.250
00:05,4274.440,1820.880,928.810,1303.550,156.140,24.190
00:10,4259.760,1810.350,934.840,1290.050,155.480,24.180
00:15,4223.340,1792.380,919.950,1293.170,155.160,24.080
00:20,4215.580,1791.520,920.520,1286.290,153.170,24.070
00:25,4196.510,1775.480,916.680,1287.900,153.270,23.930
00:30,4152.240,1758.710,908.590,1270.740,152.540,23.850
00:35,4126.220,1743.640,900.010,1266.830,152.680,23.850
00:40,4105.910,1737.440,897.150,1257.820,150.510,23.880
00:45,4084.410,1732.770,891.260,1247.520,150.350,23.780
00:50,4076.390,1732.680,892.210,1255.950,148.440,23.760
00:55,4040.320,1719.580,886.950,1236.170,149.770,23.950
01:00,4033.090,1709.210,883.900,1239.230,150.280,23.780
01:05,4018.720,1706.560,876.110,1224.590,149.800,23.730
01:10,3999.020,1693.200,871.870,1223.750,149.150,23.820
01:15,3980.180,1690.180,867.890,1211.280,149.320,23.670
01:20,3963.450,1679.210,863.330,1209.960,149.120,23.710
01:25,3953.600,1678.150,858.280,1206.220,147.940,23.500
01:30,3936.790,1668.400,856.340,1202.870,147.900,23.560
01:35,3909.910,1655.930,850.740,1196.360,147.270,23.450
01:40,3897.920,1643.690,843.740,1191.410,147.330,23.320
01:45,3885.010,1644.570,841.570,1192.140,146.400,23.430
01:50,3874.290,1641.050,838.270,1187.880,146.520,23.390
01:55,3862.370,1633.610,837.150,1183.480,147.350,23.370
02:00,3850.670,1630.410,836.200,1176.590,147.660,23.180
02:05,3821.210,1618.520,829.940,1168.310,145.350,23.060
02:10,3802.960,1608.450,826.560,1163.800,144.640,23.110
02:15,3789.320,1600.830,823.690,1160.650,145.150,23.210
02:20,3774.800,1594.730,819.730,1156.770,144.940,23.000
02:25,3762.240,1590.330,815.610,1152.470,145.100,22.970
02:30,3752.170,1586.380,812.090,1150.510,144.840,22.880
02:35,3732.020,1578.890,808.760,1140.980,145.100,22.930
02:40,3722.700,1576.840,807.410,1139.020,140.950,23.010
02:45,3711.520,1568.240,804.920,1138.910,141.290,22.770
02:50,3699.720,1563.380,802.810,1134.370,141.180,22.920
02:55,3678.000,1554.310,798.940,1127.010,140.080,22.690
03:00,3672.250,1553.610,795.660,1125.100,140.240,22.700
03:05,3657.160,1545.180,791.350,1122.250,140.580,22.900
03:10,3627.100,1535.400,787.330,1107.390,139.750,22.810
03:15,3621.050,1536.150,787.420,1101.640,139.210,22.770
03:20,3598.920,1530.430,778.880,1104.520,139.010,22.630
03:25,3588.650,1523.850,778.140,1100.900,138.750,22.600
03:30,3584.280,1520.470,775.300,1099.900,138.810,22.610
03:35,3571.150,1521.880,774.980,1091.950,138.850,22.660
03:40,3578.530,1519.660,773.440,1090.930,138.910,22.630
03:45,3567.900,1515.000,771.750,1085.990,138.720,22.590
03:50,3547.270,1505.240,765.620,1081.500,138.640,22.530
03:55,3543.110,1499.400,764.180,1084.230,139.610,22.660
04:00,3532.840,1500.190,758.680,1078.270,138.930,22.610
04:05,3522.200,1499.150,754.120,1074.090,138.950,22.590
04:10,3526.550,1499.290,754.670,1079.310,138.140,22.640
04:15,3511.660,1495.930,752.090,1074.250,134.650,22.570
04:20,3503.940,1494.490,745.060,1073.640,134.850,22.550
04:25,3505.920,1492.190,747.180,1075.860,134.390,22.490
04:30,3497.130,1486.530,745.410,1073.220,135.540,22.520
04:35,3489.640,1484.490,744.320,1070.320,134.840,22.570
04:40,3476.090,1480.730,740.860,1064.010,135.000,22.500
04:45,3479.310,1482.480,741.440,1065.590,134.210,22.550
04:50,3453.890,1472.940,738.240,1051.370,134.410,21.020
04:55,3463.500,1478.020,739.210,1050.650,134.740,22.100
05:00,3466.430,1478.300,742.600,1056.310,134.240,22.490
05:05,3456.430,1475.480,740.930,1050.930,134.560,22.690
05:10,3461.920,1471.310,743.530,1056.870,134.150,23.130
05:15,3477.830,1485.740,745.680,1056.530,134.320,23.220
05:20,3469.120,1478.210,746.880,1053.980,134.120,23.290
05:25,3477.070,1483.180,747.910,1054.600,134.050,23.410
05:30,3480.760,1484.560,750.580,1054.170,134.630,23.770
05:35,3457.870,1479.580,736.980,1049.730,134.630,23.540
05:40,3448.950,1471.540,735.970,1049.850,135.330,23.400
05:45,3458.190,1470.070,741.960,1052.880,136.800,23.540
05:50,3457.610,1481.650,745.840,1047.960,136.650,23.430
05:55,3420.400,1446.180,735.510,1047.160,135.650,23.420
06:00,3441.270,1458.980,745.870,1044.720,135.580,23.360
06:05,3451.960,1449.190,750.180,1058.410,137.450,23.940
06:10,3430.250,1434.390,753.020,1048.660,137.350,24.240
06:15,3420.710,1425.430,753.500,1049.570,136.330,24.560
06:20,3448.060,1431.350,760.570,1060.210,137.470,24.160
06:25,3446.940,1429.210,761.150,1061.020,136.910,24.270
06:30,3429.970,1417.110,767.070,1051.080,138.010,24.130
06:35,3441.670,1410.650,763.000,1075.230,136.900,24.190
06:40,3447.980,1420.520,766.650,1064.450,139.880,24.270
06:45,3457.790,1417.050,767.740,1072.510,142.200,24.500
06:50,3444.690,1412.130,776.760,1054.070,144.460,24.510
06:55,3453.650,1420.060,773.740,1059.290,143.370,24.790
07:00,3424.210,1394.170,773.460,1054.410,144.360,25.150
07:05,3414.860,1404.670,743.940,1063.290,145.280,25.450
07:10,3420.690,1379.240,770.760,1066.570,146.000,26.010
07:15,3419.310,1397.610,777.250,1039.790,150.130,26.120
