TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other,Date,Season,DayOfWeek,IsHoliday
00:00,4818.52,2109.01,1108.74,1367.31,162.31,25.37,45.78,2018-05-15,Spring,Tuesday,False
00:05,4792.21,2103.37,1097.09,1357.17,163.71,25.34,45.53,2018-05-15,Spring,Tuesday,False
00:10,4771.1,2087.07,1094.16,1354.33,164.97,25.24,45.33,2018-05-15,Spring,Tuesday,False
00:15,4769.82,2083.2,1087.89,1357.34,170.76,25.32,45.31,2018-05-15,Spring,Tuesday,False
00:20,4747.26,2083.32,1084.63,1350.05,158.94,25.21,45.11,2018-05-15,Spring,Tuesday,False
00:25,4735.53,2073.02,1087.5,1342.45,162.37,25.19,45.0,2018-05-15,Spring,Tuesday,False
00:30,4692.64,2049.54,1076.95,1335.17,161.41,25.04,44.53,2018-05-15,Spring,Tuesday,False
00:35,4663.59,2043.94,1066.61,1327.9,155.85,25.04,44.25,2018-05-15,Spring,Tuesday,False
00:40,4631.5,2029.83,1061.6,1317.93,153.09,25.06,43.99,2018-05-15,Spring,Tuesday,False
00:45,4601.95,2013.78,1056.22,1313.39,149.9,24.93,43.73,2018-05-15,Spring,Tuesday,False
00:50,4570.65,1989.29,1055.71,1307.65,149.6,24.99,43.41,2018-05-15,Spring,Tuesday,False
00:55,4574.46,2002.88,1052.16,1303.34,147.69,24.93,43.46,2018-05-15,Spring,Tuesday,False
01:00,4552.86,1991.85,1047.05,1296.32,149.48,24.91,43.25,2018-05-15,Spring,Tuesday,False
01:05,4518.39,1974.47,1042.03,1285.14,148.92,24.86,42.97,2018-05-15,Spring,Tuesday,False
01:10,4495.65,1964.26,1037.79,1278.29,147.86,24.73,42.72,2018-05-15,Spring,Tuesday,False
01:15,4473.97,1950.65,1033.42,1275.42,147.27,24.71,42.5,2018-05-15,Spring,Tuesday,False
01:20,4437.09,1934.91,1026.21,1261.89,147.28,24.65,42.15,2018-05-15,Spring,Tuesday,False
01:25,4438.01,1889.37,1047.11,1286.41,148.33,24.63,42.16,2018-05-15,Spring,Tuesday,False
