TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
00:00,2167.850,930.790,396.980,678.220,118.850,22.480
00:05,2132.950,906.240,393.690,673.560,116.240,22.370
00:10,2097.220,888.210,381.540,667.960,116.420,22.260
00:15,2085.930,878.400,387.220,662.090,116.280,22.190
00:20,2043.280,859.650,374.000,654.810,111.140,22.030
00:25,2019.950,844.140,376.800,647.050,110.860,21.710
00:30,2009.300,843.490,368.330,645.620,111.210,21.480
00:35,1975.220,830.760,361.150,637.330,105.780,21.280
00:40,1949.760,821.130,352.950,630.400,105.900,21.020
00:45,1931.090,812.760,347.870,627.340,104.060,21.050
00:50,1908.920,800.220,343.270,628.020,103.800,20.850
00:55,1901.540,799.450,338.230,621.220,103.810,20.850
01:00,1865.990,787.380,329.810,605.830,104.320,20.710
01:05,1844.320,776.100,329.460,597.760,102.990,20.620
01:10,1831.230,768.820,328.480,597.140,102.380,20.470
01:15,1825.680,765.270,323.700,597.810,100.580,20.640
01:20,1810.580,755.360,321.950,594.970,100.310,20.680
01:25,1789.310,747.360,314.340,590.900,99.110,20.620
01:30,1787.190,745.900,313.820,589.740,99.610,20.650
01:35,1773.210,745.170,308.390,581.300,100.680,20.810
01:40,1764.820,734.140,308.030,584.500,100.640,20.710
01:45,1745.060,727.040,301.130,577.930,101.450,20.670
01:50,1746.840,724.920,303.280,580.340,100.930,20.960
01:55,1728.940,722.280,297.900,572.070,99.250,20.880
02:00,1709.640,714.370,294.160,565.120,99.760,20.810
02:05,1708.840,715.020,294.490,561.830,100.140,20.760
02:10,1692.360,710.250,292.200,554.460,98.030,20.640
02:15,1696.720,709.160,291.220,559.950,99.590,20.580
02:20,1686.230,705.300,290.490,558.080,95.930,20.370
02:25,1687.350,707.650,288.010,559.040,96.680,20.310
02:30,1686.110,703.200,286.300,562.580,98.420,20.220
02:35,1678.450,701.950,286.850,554.450,98.710,20.260
02:40,1665.730,699.040,285.260,549.380,95.710,20.290
02:45,1656.070,697.120,280.960,546.250,95.910,20.260
02:50,1655.960,695.560,281.950,544.430,98.280,20.230
02:55,1663.260,695.970,284.220,548.640,98.310,20.310
03:00,1652.340,690.310,278.190,548.290,98.540,20.570
03:05,1647.830,692.440,278.990,542.070,98.080,20.580
03:10,1637.650,690.680,277.290,535.080,98.300,20.580
03:15,1638.770,694.380,276.620,534.500,96.470,20.850
03:20,1635.820,691.350,275.000,535.580,96.370,20.740
03:25,1626.480,689.410,272.860,532.160,96.320,20.580
03:30,1633.770,692.980,274.980,534.560,95.340,20.440
03:35,1638.040,696.050,273.950,536.650,95.200,20.670
03:40,1639.000,698.170,275.520,533.080,96.390,20.440
03:45,1641.940,696.260,276.240,537.130,96.340,20.410
03:50,1639.320,700.220,272.490,534.050,96.710,20.630
03:55,1657.210,709.930,276.430,538.210,95.730,20.870
04:00,1664.470,708.060,279.490,543.880,95.960,21.330
04:05,1679.850,717.230,283.890,545.640,95.530,21.730
04:10,1703.150,733.240,284.750,549.780,95.940,22.140
04:15,1710.830,740.370,283.430,552.320,96.060,22.290
04:20,1723.630,746.550,285.670,557.020,95.630,22.360
04:25,1729.520,751.980,288.910,554.050,95.470,22.670
04:30,1742.950,757.330,288.960,560.420,96.950,22.690
04:35,1764.490,761.990,296.260,569.970,97.360,23.180
04:40,1790.560,775.450,300.990,576.140,97.690,23.330
04:45,1818.010,792.440,304.370,582.920,98.500,23.460
04:50,1831.860,796.030,303.310,587.350,98.860,23.880
04:55,1854.550,808.950,311.870,593.760,98.890,24.000
05:00,1899.650,832.770,318.580,606.200,100.530,24.590
05:05,1946.670,856.410,330.100,613.800,102.490,25.550
05:10,2012.670,886.430,346.610,629.900,102.960,26.340
05:15,2065.540,907.400,357.880,651.540,103.120,27.540
05:20,2122.760,931.200,373.350,667.060,104.440,28.340
05:25,2178.350,964.380,387.090,677.670,105.050,29.580
05:30,2233.010,982.610,390.730,701.670,104.670,30.520
05:35,2304.820,1014.480,404.880,724.680,107.520,31.900
05:40,2387.720,1061.700,420.740,740.100,107.930,33.070
05:45,2442.870,1093.470,429.490,755.400,108.270,33.740
05:50,2539.920,1129.200,453.870,788.550,110.550,34.970
05:55,2602.060,1146.180,472.930,816.220,110.780,35.710
06:00,2664.790,1185.300,476.990,824.050,112.630,36.790
06:05,2844.360,1259.490,532.250,868.460,114.770,38.550
06:10,2915.230,1304.740,527.680,899.410,116.240,39.370
06:15,3038.130,1347.480,563.290,940.310,117.300,40.300
