TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other
00:00,2129.79,871.3,417.75,687.96,107.76,23.63,21.389999999999873
00:05,2120.44,860.45,419.89,690.33,106.63,23.27,19.86999999999989
00:10,2077.49,839.54,410.44,681.36,103.82,23.0,19.329999999999927
00:15,2025.93,814.57,395.88,676.05,99.8,22.82,16.810000000000173
00:20,1990.61,793.67,393.9,662.45,99.59,22.74,18.25999999999999
00:25,1957.88,786.55,383.12,648.08,100.09,22.56,17.480000000000246
00:30,1942.41,787.73,379.56,640.45,95.95,22.17,16.549999999999955
00:35,1932.6,780.71,380.19,647.56,94.82,22.28,7.039999999999964
00:40,1899.18,768.04,368.41,630.9,94.25,22.0,15.580000000000155
00:45,1865.16,753.62,360.44,619.88,91.82,21.88,17.519999999999982
00:50,1843.85,745.23,355.53,615.25,92.55,21.83,13.460000000000036
00:55,1827.42,734.82,350.11,608.77,93.92,21.86,17.940000000000055
01:00,1808.99,727.05,344.41,604.94,92.37,21.77,18.450000000000045
01:05,1791.96,714.63,340.99,606.25,91.05,21.44,17.600000000000136
01:10,1784.28,711.44,339.35,603.08,91.8,21.63,16.980000000000018
01:15,1756.28,704.87,332.37,588.85,91.94,21.58,16.669999999999845
01:20,1747.03,699.73,330.3,588.01,91.21,21.33,16.450000000000045
01:25,1740.32,693.68,327.0,591.9,91.2,21.36,15.180000000000064
01:30,1721.84,688.27,323.15,580.66,91.94,21.43,16.389999999999873
01:35,1710.85,682.69,319.83,578.62,91.99,21.45,16.269999999999982
01:40,1702.66,674.1,317.99,581.55,91.5,21.29,16.230000000000246
01:45,1696.65,672.68,317.74,577.21,91.52,21.16,16.339999999999918
01:50,1680.78,669.74,314.15,570.67,91.03,21.39,13.799999999999955
01:55,1675.3,665.23,311.74,571.18,90.42,21.34,15.389999999999873
02:00,1678.56,666.93,312.08,571.66,90.83,21.15,15.909999999999854
02:05,1663.05,660.51,307.69,566.18,91.69,21.15,15.8299999999997
02:10,1657.4,657.93,306.59,565.55,90.58,21.06,15.690000000000282
02:15,1652.58,652.25,304.44,567.22,91.61,21.32,15.740000000000009
02:20,1637.03,648.34,299.64,560.01,92.22,21.31,15.509999999999991
02:25,1635.62,648.95,301.72,559.29,90.73,21.04,13.889999999999873
02:30,1630.67,646.43,296.48,560.46,90.75,21.06,15.490000000000236
02:35,1627.15,646.88,295.37,556.5,91.5,21.14,15.759999999999991
02:40,1620.57,642.77,293.92,558.07,89.23,21.18,15.399999999999636
02:45,1609.31,642.51,289.9,551.28,90.07,20.93,14.61999999999989
02:50,1607.14,636.76,290.95,552.97,90.31,20.92,15.230000000000018
02:55,1601.37,638.35,286.26,549.97,90.63,20.99,15.169999999999845
03:00,1592.85,635.52,285.95,545.92,88.98,21.23,15.25
03:05,1588.51,636.0,284.76,541.93,89.16,21.16,15.499999999999773
