TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other
00:00,5021.5,2211.59,1113.02,1471.88,153.89,23.42,47.69999999999982
00:05,4972.88,2186.95,1103.5,1459.14,152.67,23.38,47.23999999999978
00:10,4947.98,2175.15,1092.87,1461.56,148.17,23.22,47.00999999999931
00:15,4955.85,2175.23,1096.7,1462.3,151.37,23.17,47.07999999999993
00:20,4921.79,2158.17,1092.16,1452.43,149.28,23.0,46.75
00:25,4902.74,2149.39,1084.43,1448.18,151.26,22.9,46.57999999999993
00:30,4879.59,2134.7,1081.46,1449.02,145.06,22.99,46.35999999999967
00:35,4858.49,2133.34,1076.38,1433.61,146.16,22.84,46.159999999999854
00:40,4839.95,2122.47,1073.36,1430.61,144.74,22.8,45.970000000000255
00:45,4819.95,2110.75,1070.26,1424.34,145.88,22.84,45.8799999999992
00:50,4805.21,2104.18,1064.23,1424.83,143.64,22.69,45.64000000000033
00:55,4782.45,2089.81,1061.4,1418.66,144.58,22.56,45.4399999999996
01:00,4752.89,2080.08,1057.86,1403.64,143.51,22.64,45.159999999999854
01:05,4720.62,2067.12,1048.54,1394.92,142.74,22.45,44.850000000000364
01:10,4708.24,2063.53,1046.77,1389.53,141.25,22.43,44.72999999999956
01:15,4690.46,2062.4,1042.4,1379.25,139.2,22.42,44.789999999999964
01:20,4653.71,2031.75,1037.31,1378.34,139.79,22.3,44.220000000000255
01:25,4633.29,2013.2,1034.15,1380.49,139.12,22.32,44.01000000000022
01:30,4645.97,2026.85,1030.96,1382.84,138.97,22.22,44.13000000000011
01:35,4594.78,2008.09,1015.63,1368.67,136.57,22.16,43.660000000000764
01:40,4587.24,2002.98,1013.99,1368.39,136.19,22.12,43.56999999999971
01:45,4550.95,1987.0,1008.85,1355.12,134.84,21.9,43.24000000000069
01:50,4538.44,1980.24,1005.09,1352.79,135.28,21.92,43.11999999999989
01:55,4514.53,1973.86,995.61,1345.64,134.47,22.06,42.88999999999942
02:00,4505.92,1969.16,994.77,1342.52,134.72,21.95,42.79999999999927
02:05,4489.73,1957.14,991.57,1341.92,134.58,21.87,42.649999999999636
02:10,4472.94,1949.7,988.74,1335.16,135.0,21.85,42.48999999999887
02:15,4450.94,1938.38,982.94,1332.92,132.69,21.73,42.280000000000655
02:20,4427.67,1930.54,977.11,1324.09,132.09,21.77,42.06999999999971
02:25,4436.08,1933.3,978.54,1325.98,134.44,21.68,42.14000000000033
02:30,4416.32,1926.45,977.49,1326.63,122.27,21.53,41.94999999999982
02:35,4390.3,1916.76,969.13,1320.26,120.83,21.61,41.710000000000946
02:40,4378.48,1912.68,966.19,1315.16,121.39,21.46,41.599999999999454
02:45,4360.71,1902.16,966.59,1308.34,120.93,21.25,41.4399999999996
02:50,4334.16,1890.62,958.95,1301.54,120.66,21.21,41.18000000000029
02:55,4318.32,1877.84,954.61,1302.22,121.28,21.34,41.029999999999745
03:00,4296.88,1871.54,944.31,1298.71,120.2,21.3,40.82000000000062
03:05,4274.27,1863.92,940.37,1288.72,119.34,21.32,40.600000000000364
03:10,4250.37,1854.72,937.14,1278.74,118.09,21.31,40.36999999999898
03:15,4234.81,1847.1,933.53,1274.47,118.35,21.13,40.22999999999956
03:20,4219.27,1840.57,927.18,1271.45,118.85,21.13,40.090000000000146
03:25,4203.08,1832.72,923.33,1267.59,118.11,21.11,40.220000000000255
03:30,4189.21,1821.89,922.88,1264.25,119.33,21.07,39.789999999999964
03:35,4178.17,1816.97,919.52,1262.52,118.5,20.97,39.6899999999996
03:40,4157.24,1807.81,914.94,1256.33,117.58,21.08,39.5
03:45,4131.63,1795.78,908.93,1249.55,117.15,20.97,39.25
03:50,4126.14,1793.17,909.89,1245.17,117.49,20.94,39.48000000000047
03:55,4113.47,1789.66,906.52,1241.28,115.97,20.96,39.08000000000038
04:00,4108.86,1783.74,905.68,1243.75,115.77,20.89,39.029999999999745
04:05,4095.36,1776.63,899.66,1242.01,117.24,20.93,38.89000000000033
04:10,4088.21,1772.22,897.27,1241.11,117.88,20.89,38.8400000000006
04:15,4058.59,1762.36,890.61,1230.63,115.55,20.88,38.559999999999945
04:20,4052.26,1757.33,890.34,1230.49,114.7,20.9,38.500000000000455
04:25,4024.56,1748.83,885.83,1216.61,114.22,20.84,38.23000000000047
04:30,4003.73,1748.51,871.93,1209.89,114.49,20.87,38.04000000000042
04:35,4020.53,1745.01,880.97,1219.03,116.33,21.0,38.190000000000055
04:40,4004.9,1734.72,880.05,1214.47,116.42,21.19,38.05000000000018
04:45,3992.15,1727.03,876.53,1215.23,114.22,21.22,37.92000000000053
04:50,3969.08,1717.93,873.83,1202.93,115.34,21.34,37.70999999999913
04:55,3965.68,1714.19,874.25,1203.63,114.53,21.41,37.66999999999962
05:00,3966.85,1714.04,873.62,1203.86,116.23,21.41,37.69000000000051
05:05,3935.63,1695.82,865.96,1195.55,119.15,21.75,37.40000000000009
05:10,3875.95,1677.97,851.27,1175.21,112.7,21.97,36.83000000000038
05:15,3890.66,1686.49,853.17,1177.62,114.31,22.1,36.970000000000255
05:20,3896.39,1689.22,855.85,1179.41,112.68,22.2,37.029999999999745
05:25,3818.96,1662.13,833.45,1139.33,125.52,22.25,36.2800000000002
05:30,3810.28,1660.48,836.55,1142.1,112.55,22.4,36.20000000000027
05:35,3794.67,1630.39,835.27,1148.55,122.03,22.38,36.04999999999973
05:40,3802.97,1652.45,835.75,1144.93,111.59,22.12,36.129999999999654
05:45,3807.27,1640.34,841.53,1148.6,118.44,22.2,36.16000000000031
05:50,3775.16,1652.31,788.57,1165.16,111.02,22.24,35.86000000000013
05:55,3752.79,1644.4,782.7,1154.21,113.39,22.45,35.63999999999987
06:00,3764.85,1646.5,780.2,1169.2,110.86,22.38,35.710000000000036
06:05,3782.51,1651.04,793.54,1168.3,111.35,22.35,35.93000000000029
06:10,3783.37,1649.58,797.39,1164.63,113.4,22.42,35.94999999999982
06:15,3806.41,1658.93,802.08,1174.49,112.42,22.58,35.909999999999854
06:20,3797.76,1641.47,802.68,1179.52,115.48,22.52,36.090000000000146
06:25,3798.64,1642.95,808.86,1173.28,115.04,22.43,36.07999999999993
06:30,3810.27,1642.94,818.28,1173.73,116.7,22.43,36.190000000000055
06:35,3799.86,1651.57,803.9,1165.05,120.84,22.39,36.11000000000058
06:40,3790.98,1631.99,809.15,1167.05,124.66,22.12,36.01000000000067
06:45,3763.68,1601.58,821.64,1155.15,127.46,22.1,35.75
06:50,3797.88,1629.18,820.61,1159.53,130.54,21.94,36.08000000000038
06:55,3778.92,1613.44,812.54,1155.68,139.31,22.04,35.91000000000031
07:00,3750.45,1603.77,824.35,1136.46,127.93,22.31,35.63000000000011
07:05,3779.63,1601.79,827.71,1159.92,131.77,22.54,35.90000000000009
07:10,3750.04,1586.2,812.44,1144.04,148.87,22.87,35.61999999999989
07:15,3742.71,1588.71,809.09,1155.27,130.69,23.39,35.559999999999945
07:20,3753.45,1597.49,798.75,1155.06,142.83,23.66,35.66000000000031
07:25,3740.87,1582.95,811.07,1143.85,143.71,23.75,35.539999999999964
07:30,3751.46,1595.62,809.63,1145.98,140.55,24.04,35.63999999999987
07:35,3726.43,1567.85,815.6,1135.88,147.49,24.23,35.38000000000011
07:40,3652.44,1567.48,799.32,1144.96,81.58,24.4,34.69999999999982
07:45,3715.53,1573.15,798.78,1136.85,146.72,24.73,35.30000000000018
07:50,3710.26,1578.84,782.4,1129.71,159.06,25.0,35.250000000000455
07:55,3717.67,1578.35,789.38,1122.73,175.13,25.27,26.809999999999945
08:00,3723.92,1567.28,769.53,1152.68,173.51,25.55,35.36999999999989
08:05,3774.66,1613.34,790.15,1126.41,183.33,25.57,35.86000000000013
08:10,3789.76,1600.59,787.88,1150.25,189.26,25.78,36.000000000000455
08:15,3846.99,1643.36,816.09,1138.74,186.07,26.17,36.559999999999945
08:20,3900.2,1652.88,825.32,1159.64,198.81,26.5,37.04999999999973
08:25,3827.28,1618.45,819.1,1134.99,191.4,27.0,36.340000000000146
08:30,3886.3,1637.29,819.16,1152.41,211.5,27.56,38.380000000000564
08:35,3851.5,1610.93,824.03,1147.5,203.84,28.09,37.10999999999967
08:40,3875.37,1639.71,811.89,1143.93,215.2,27.82,36.820000000000164
08:45,3939.7,1686.74,806.98,1153.06,223.87,28.16,40.88999999999987
