TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
00:00,5526.790,2451.720,1242.090,1589.130,166.040,25.310
00:05,5503.390,2444.780,1233.630,1582.560,164.690,25.450
00:10,5481.890,2431.890,1227.400,1576.620,169.510,25.290
00:15,5460.200,2420.150,1227.770,1571.890,163.300,25.210
00:20,5432.730,2409.660,1223.560,1559.180,163.390,25.320
00:25,5399.260,2402.710,1210.140,1547.940,162.040,25.130
00:30,5379.170,2387.960,1205.500,1548.280,161.280,25.040
00:35,5341.400,2371.270,1202.070,1531.570,160.820,24.920
00:40,5328.810,2366.040,1202.370,1525.980,158.920,24.890
00:45,5315.460,2357.310,1198.870,1526.350,157.940,24.500
00:50,5289.600,2354.760,1189.720,1513.060,157.400,24.410
00:55,5264.260,2345.310,1181.060,1508.950,154.380,24.550
01:00,5226.590,2330.940,1171.880,1495.430,153.980,24.700
01:05,5185.360,2315.150,1163.740,1479.350,153.250,24.610
01:10,5164.010,2328.300,1146.930,1461.950,153.350,24.420
01:15,5138.090,2294.990,1145.650,1469.800,154.380,24.450
01:20,5098.080,2276.160,1137.180,1459.760,152.150,24.410
01:25,5076.530,2288.160,1125.650,1440.110,150.120,24.260
01:30,5038.900,2249.500,1125.130,1441.960,150.150,24.280
01:35,5023.240,2257.410,1113.900,1428.860,151.130,24.220
01:40,4986.810,2217.140,1117.130,1430.680,150.260,24.230
01:45,4970.040,2207.350,1115.520,1424.050,151.740,24.160
01:50,4953.080,2204.870,1109.300,1419.460,148.380,24.020
01:55,4924.240,2196.100,1096.690,1411.000,149.520,24.140
02:00,4891.020,2183.900,1092.210,1397.630,146.680,24.140
02:05,4867.980,2176.550,1086.710,1388.420,146.190,23.860
02:10,4843.550,2179.250,1073.580,1374.820,146.140,23.740
02:15,4822.830,2155.700,1076.990,1374.490,146.020,23.820
02:20,4802.300,2146.360,1071.520,1369.880,145.280,23.640
02:25,4785.130,2135.150,1064.910,1366.860,149.260,23.490
02:30,4764.370,2128.860,1063.220,1355.970,147.550,23.500
02:35,4744.040,2120.200,1059.190,1353.330,142.900,23.360
02:40,4738.320,2114.920,1059.390,1354.050,141.600,23.350
02:45,4697.610,2101.880,1046.570,1339.640,141.790,23.100
02:50,4688.780,2099.890,1041.800,1337.810,141.580,23.160
02:55,4653.080,2083.180,1029.400,1330.490,142.750,23.050
