TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other,Date,Season,DayOfWeek,IsHoliday
00:00,1825.16,719.31,342.66,594.45,126.47,24.93,17.34,2017-12-27,Winter,Wednesday,False
00:05,1801.77,709.03,338.67,585.7,126.2,25.06,17.11,2017-12-27,Winter,Wednesday,False
00:10,1785.05,698.67,332.77,586.13,125.61,24.9,16.97,2017-12-27,Winter,Wednesday,False
00:15,1752.23,682.67,324.06,579.35,124.61,24.9,16.64,2017-12-27,Winter,Wednesday,False
00:20,1736.53,678.71,325.05,572.24,119.18,24.85,16.5,2017-12-27,Winter,Wednesday,False
00:25,1703.64,664.81,316.01,560.41,121.44,24.78,16.19,2017-12-27,Winter,Wednesday,False
00:30,1695.1,654.26,314.4,564.53,121.15,24.65,16.11,2017-12-27,Winter,Wednesday,False
00:35,1666.07,640.19,309.36,557.36,118.73,24.6,15.83,2017-12-27,Winter,Wednesday,False
00:40,1660.67,639.06,306.7,551.61,123.04,24.47,15.79,2017-12-27,Winter,Wednesday,False
00:45,1640.02,630.51,305.17,542.15,122.09,24.52,15.58,2017-12-27,Winter,Wednesday,False
00:50,1636.25,628.1,300.71,544.45,122.89,24.55,15.55,2017-12-27,Winter,Wednesday,False
00:55,1636.93,634.41,299.8,540.26,122.58,24.32,15.56,2017-12-27,Winter,Wednesday,False
01:00,1615.4,623.25,296.23,534.08,122.21,24.29,15.34,2017-12-27,Winter,Wednesday,False
01:05,1596.86,615.55,292.57,529.03,120.24,24.29,15.18,2017-12-27,Winter,Wednesday,False
01:10,1586.18,612.59,287.8,525.16,121.32,24.24,15.07,2017-12-27,Winter,Wednesday,False
01:15,1573.73,605.58,284.82,523.72,120.38,24.27,14.96,2017-12-27,Winter,Wednesday,False
01:20,1578.65,610.79,286.03,520.49,122.16,24.19,14.99,2017-12-27,Winter,Wednesday,False
01:25,1563.24,599.77,282.76,521.8,120.05,24.01,14.85,2017-12-27,Winter,Wednesday,False
01:30,1561.38,598.65,280.03,524.1,119.7,24.06,14.84,2017-12-27,Winter,Wednesday,False
01:35,1536.48,592.3,277.71,510.95,116.92,24.01,14.59,2017-12-27,Winter,Wednesday,False
01:40,1548.58,590.71,278.04,523.58,117.48,24.06,14.71,2017-12-27,Winter,Wednesday,False
01:45,1531.9,587.48,273.63,513.63,118.67,23.94,14.55,2017-12-27,Winter,Wednesday,False
01:50,1535.0,590.07,273.81,513.83,118.8,23.91,14.58,2017-12-27,Winter,Wednesday,False
01:55,1534.65,590.19,270.66,515.06,120.3,23.86,14.58,2017-12-27,Winter,Wednesday,False
02:00,1530.47,584.32,268.0,523.96,115.76,23.89,14.54,2017-12-27,Winter,Wednesday,False
02:05,1522.39,584.06,265.52,515.18,119.36,23.81,14.46,2017-12-27,Winter,Wednesday,False
02:10,1514.48,582.93,269.75,506.05,117.43,23.94,14.38,2017-12-27,Winter,Wednesday,False
02:15,1508.18,577.82,266.52,509.66,115.99,23.86,14.33,2017-12-27,Winter,Wednesday,False
02:20,1502.0,578.07,265.62,504.78,115.4,23.86,14.27,2017-12-27,Winter,Wednesday,False
02:25,1492.61,573.45,262.87,502.49,115.74,23.89,14.17,2017-12-27,Winter,Wednesday,False
02:30,1492.44,572.31,262.27,504.51,115.35,23.81,14.19,2017-12-27,Winter,Wednesday,False
02:35,1495.64,574.87,259.83,506.15,116.74,23.83,14.22,2017-12-27,Winter,Wednesday,False
02:40,1485.84,571.06,259.44,500.93,116.49,23.81,14.11,2017-12-27,Winter,Wednesday,False
02:45,1483.32,572.56,258.57,498.04,116.19,23.86,14.1,2017-12-27,Winter,Wednesday,False
02:50,1480.91,574.72,259.62,491.37,117.08,23.94,14.18,2017-12-27,Winter,Wednesday,False
02:55,1484.44,577.21,257.64,493.73,117.91,23.86,14.09,2017-12-27,Winter,Wednesday,False
03:00,1475.48,573.58,255.74,489.91,118.3,23.94,14.01,2017-12-27,Winter,Wednesday,False
03:05,1468.38,574.4,257.03,481.71,117.33,23.96,13.95,2017-12-27,Winter,Wednesday,False
03:10,1466.11,568.48,254.52,488.52,116.75,23.91,13.93,2017-12-27,Winter,Wednesday,False
03:15,1482.97,576.01,258.5,493.67,116.74,23.96,14.09,2017-12-27,Winter,Wednesday,False
03:20,1472.66,571.55,256.11,490.33,116.64,24.04,13.99,2017-12-27,Winter,Wednesday,False
03:25,1482.18,574.36,256.44,495.53,117.69,24.09,14.07,2017-12-27,Winter,Wednesday,False
03:30,1488.71,578.7,256.0,496.3,119.45,24.11,14.15,2017-12-27,Winter,Wednesday,False
03:35,1485.32,577.53,257.47,495.87,116.28,24.09,14.08,2017-12-27,Winter,Wednesday,False
03:40,1473.27,572.28,256.0,492.86,113.97,24.17,13.99,2017-12-27,Winter,Wednesday,False
03:45,1477.9,575.68,255.53,494.33,114.84,24.19,13.33,2017-12-27,Winter,Wednesday,False
03:50,1478.33,579.39,255.15,491.47,114.05,24.22,14.05,2017-12-27,Winter,Wednesday,False
03:55,1481.95,580.37,256.55,495.02,111.63,24.29,14.09,2017-12-27,Winter,Wednesday,False
04:00,1501.81,593.23,257.04,496.16,116.7,24.42,14.26,2017-12-27,Winter,Wednesday,False
04:05,1520.52,596.63,261.71,506.55,116.48,24.7,14.45,2017-12-27,Winter,Wednesday,False
04:10,1515.72,594.13,262.06,503.46,116.76,24.9,14.41,2017-12-27,Winter,Wednesday,False
04:15,1524.72,599.94,266.0,504.07,115.06,25.16,14.49,2017-12-27,Winter,Wednesday,False
04:20,1532.76,603.1,266.3,507.35,116.14,25.31,14.56,2017-12-27,Winter,Wednesday,False
04:25,1548.38,609.38,267.34,515.64,115.87,25.44,14.71,2017-12-27,Winter,Wednesday,False
04:30,1565.06,616.14,271.48,519.74,117.27,25.57,14.86,2017-12-27,Winter,Wednesday,False
