TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other
00:00,5598.97,2439.86,1258.01,1611.81,205.02,31.25,53.01999999999953
00:05,5570.39,2412.77,1259.38,1610.37,202.61,31.01,54.25
00:10,5517.39,2383.06,1247.92,1598.99,203.9,30.93,52.590000000000146
00:15,5437.51,2390.39,1201.51,1560.46,202.97,30.88,51.30000000000018
00:20,5407.87,2358.21,1195.34,1567.25,204.96,30.67,51.4399999999996
00:25,5394.15,2356.17,1197.35,1556.33,203.36,30.79,50.149999999999636
00:30,5372.7,2336.9,1189.7,1561.17,202.15,30.93,51.849999999999454
00:35,5364.72,2328.62,1197.17,1552.42,201.67,30.67,54.17000000000007
00:40,5342.21,2318.72,1188.02,1554.44,199.17,30.67,51.1899999999996
00:45,5334.37,2318.72,1189.02,1545.76,199.46,30.76,50.649999999999636
00:50,5304.02,2301.12,1185.51,1536.35,199.56,30.72,50.76000000000022
00:55,5286.01,2294.93,1184.99,1526.19,198.95,30.77,50.17999999999938
01:00,5245.78,2271.86,1175.02,1519.3,198.95,30.86,49.789999999999964
01:05,5225.97,2263.21,1173.07,1511.9,198.17,30.66,48.960000000000036
01:10,5218.37,2261.12,1171.09,1508.76,197.31,30.71,49.3799999999992
01:15,5199.47,2251.87,1170.35,1499.66,197.42,30.72,49.44999999999982
01:20,5163.62,2239.03,1161.99,1487.26,196.29,30.75,48.29999999999927
01:25,5146.37,2230.71,1153.52,1485.65,196.65,30.87,48.970000000000255
01:30,5115.31,2217.03,1150.8,1473.01,196.74,30.57,47.160000000000764
01:35,5112.74,2212.25,1153.07,1472.53,196.5,30.43,47.960000000000036
01:40,5093.52,2202.88,1151.3,1476.33,196.56,30.38,36.06999999999971
01:45,5059.88,2182.56,1145.32,1466.98,193.56,30.38,41.07999999999902
01:50,5044.23,2181.94,1141.88,1454.92,194.76,30.37,40.35999999999967
01:55,5049.6,2180.45,1140.64,1454.96,193.75,30.29,49.51000000000022
02:00,5031.33,2172.19,1138.11,1447.31,195.66,30.36,47.69999999999982
02:05,5004.96,2154.51,1132.84,1444.73,195.22,30.13,47.529999999999745
02:10,4979.84,2144.63,1125.03,1439.01,193.27,29.92,47.97999999999956
02:15,4951.86,2137.46,1119.34,1424.41,193.59,30.07,46.98999999999978
02:20,4944.25,2130.52,1117.49,1425.67,193.63,30.03,46.909999999999854
02:25,4922.74,2119.08,1115.65,1419.1,192.47,29.85,46.589999999999236
02:30,4903.67,2107.15,1109.71,1414.53,192.35,29.9,50.029999999999745
02:35,4890.03,2106.1,1107.5,1412.47,188.02,29.92,46.01999999999953
02:40,4857.21,2089.63,1102.24,1401.94,187.22,29.71,46.470000000000255
02:45,4843.82,2085.17,1096.38,1399.72,186.51,29.88,46.159999999998945
02:50,4819.88,2072.49,1086.55,1397.74,187.58,29.88,45.64000000000033
02:55,4812.65,2072.5,1090.03,1387.73,187.18,29.65,45.55999999999949
03:00,4782.37,2060.75,1084.02,1373.95,187.81,29.75,46.089999999999236
03:05,4761.02,2054.73,1080.26,1361.84,186.55,29.64,48.0
03:10,4745.4,2053.72,1072.83,1360.27,186.47,29.6,42.50999999999931
03:15,4724.36,2038.39,1069.56,1355.6,186.46,29.43,44.92000000000007
03:20,4711.69,2030.5,1066.45,1354.93,185.62,29.49,44.69999999999982
03:25,4684.41,2015.57,1061.57,1347.77,185.8,29.4,44.30000000000018
03:30,4671.62,2011.08,1059.04,1343.83,184.95,29.38,43.340000000000146
03:35,4647.35,2000.48,1052.82,1332.98,187.51,29.33,44.22999999999956
03:40,4631.31,1991.14,1046.31,1338.13,184.39,29.24,42.100000000000364
03:45,4630.86,1993.91,1044.36,1334.48,183.81,29.39,44.909999999998945
03:50,4610.36,1986.64,1035.48,1330.95,184.16,29.28,43.850000000000364
03:55,4587.08,1978.94,1031.99,1319.55,183.79,29.25,43.55999999999949
04:00,4563.37,1969.57,1022.17,1317.12,181.96,29.18,43.36999999999989
04:05,4551.68,1965.4,1024.73,1306.39,182.88,29.2,43.07999999999993
04:10,4527.11,1954.33,1017.46,1300.2,183.25,29.08,42.789999999999964
04:15,4514.49,1951.95,1009.97,1297.56,183.39,28.89,42.72999999999956
04:20,4486.48,1943.19,1007.38,1285.47,181.34,26.41,42.6899999999996
04:25,4478.25,1932.89,1007.31,1285.48,182.17,27.59,42.80999999999949
04:30,4468.22,1931.47,1008.34,1278.26,180.52,27.37,42.26000000000022
04:35,4432.94,1925.62,1003.2,1264.54,180.45,28.27,30.859999999999673
04:40,4427.55,1916.66,1000.57,1261.18,180.29,28.11,40.74000000000069
04:45,4420.37,1920.25,1003.67,1253.94,180.55,28.39,33.5699999999988
04:50,4416.95,1913.56,999.81,1255.32,180.19,28.36,39.710000000000946
04:55,4403.34,1909.75,995.74,1248.12,180.32,28.44,40.970000000001164
05:00,4385.16,1901.46,992.07,1241.89,179.89,28.36,41.48999999999978
05:05,4362.21,1893.35,988.98,1230.6,181.31,28.27,39.69999999999891
05:10,4344.32,1882.52,982.56,1228.25,180.69,28.44,41.86000000000058
05:15,4336.2,1879.2,984.69,1222.1,181.17,27.22,41.81999999999971
