TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Other,Date,Season,DayOfWeek,IsHoliday
00:00,1994.27,795.98,388.39,657.81,111.75,21.39,18.95,2018-01-26,Winter,Friday,True
00:05,1957.11,774.33,375.5,655.74,111.66,21.29,18.59,2018-01-26,Winter,Friday,True
00:10,1929.07,753.61,377.84,642.13,115.96,21.21,18.32,2018-01-26,Winter,Friday,True
00:15,1915.62,764.61,368.5,635.32,108.03,20.96,18.2,2018-01-26,Winter,Friday,True
00:20,1888.27,743.12,367.78,630.14,108.35,20.93,17.95,2018-01-26,Winter,Friday,True
00:25,1878.67,747.88,355.98,625.74,110.5,20.73,17.84,2018-01-26,Winter,Friday,True
00:30,1855.65,730.94,355.22,622.75,108.55,20.55,17.64,2018-01-26,Winter,Friday,True
00:35,1840.15,724.41,349.5,619.98,108.22,20.55,17.49,2018-01-26,Winter,Friday,True
00:40,1824.37,712.79,350.81,616.58,106.49,20.37,17.33,2018-01-26,Winter,Friday,True
00:45,1806.29,713.13,343.87,606.11,105.7,20.32,17.16,2018-01-26,Winter,Friday,True
00:50,1788.28,701.52,337.91,605.0,106.49,20.37,16.99,2018-01-26,Winter,Friday,True
00:55,1768.52,694.32,334.45,597.07,105.71,20.22,16.75,2018-01-26,Winter,Friday,True
01:00,1752.94,688.27,330.45,593.12,104.28,20.17,16.65,2018-01-26,Winter,Friday,True
01:05,1734.2,679.03,327.15,586.96,104.42,20.17,16.47,2018-01-26,Winter,Friday,True
01:10,1719.63,675.2,323.0,582.22,102.86,20.02,16.33,2018-01-26,Winter,Friday,True
01:15,1716.59,673.09,323.45,579.08,104.7,19.97,16.3,2018-01-26,Winter,Friday,True
01:20,1700.77,664.74,317.94,577.21,104.78,19.94,16.16,2018-01-26,Winter,Friday,True
01:25,1692.6,659.98,316.11,575.48,105.0,19.94,16.09,2018-01-26,Winter,Friday,True
01:30,1681.69,655.76,311.42,573.68,105.04,19.81,15.98,2018-01-26,Winter,Friday,True
01:35,1676.21,653.7,307.88,575.99,102.87,19.84,15.93,2018-01-26,Winter,Friday,True
